case,cores,status,no_l2_makespan,cache_makespan,l2_relative_speedup,no_l2_added_copy_bytes,cache_added_copy_bytes,cache_partition_added_copy_bytes,cache_spill_added_copy_bytes,no_l2_cache_hit_rate,cache_hit_rate,cache_hit_bytes,cache_miss_bytes,cache_hits,cache_misses,official_evals,solver_seconds,plan_file,result_file
case_025,5,scored,975282,975282,1.000000000,110592,110592,110592,0,,0.000000000,0,4233216,0,2681,1,2.860,results_problem3_v2_final/case_025_5cores/best_plan.json,results_problem3_v2_final/case_025_5cores/best_result.json.gz
case_026,1,scored,99203,99203,1.000000000,0,0,0,0,,0.000000000,0,488886,0,102,1,0.390,results_problem3_v2_final/case_026_1cores/best_plan.json,results_problem3_v2_final/case_026_1cores/best_result.json.gz
case_026,2,scored,49119,47477,1.034585168,169436,169436,169436,0,,0.257317333,169392,488908,18,113,12,3.193,results_problem3_v2_final/case_026_2cores/best_plan.json,results_problem3_v2_final/case_026_2cores/best_result.json.gz
case_026,3,scored,36255,35169,1.030879468,484280,612992,612992,0,,0.430399081,436200,577278,48,155,12,4.052,results_problem3_v2_final/case_026_3cores/best_plan.json,results_problem3_v2_final/case_026_3cores/best_result.json.gz
case_026,4,scored,25758,25618,1.005464907,471672,471672,471672,0,,0.313543749,288348,631294,39,153,12,3.589,results_problem3_v2_final/case_026_4cores/best_plan.json,results_problem3_v2_final/case_026_4cores/best_result.json.gz
case_026,5,scored,23572,22583,1.043794004,517176,517176,517176,0,,0.306877846,281604,636038,45,164,12,4.253,results_problem3_v2_final/case_026_5cores/best_plan.json,results_problem3_v2_final/case_026_5cores/best_result.json.gz
case_027,1,scored,2363952,2359515,1.001880471,1400832,1400832,0,1400832,,0.268939394,872448,2371584,213,489,1,0.414,results_problem3_v2_final/case_027_1cores/best_plan.json,results_problem3_v2_final/case_027_1cores/best_result.json.gz
case_027,2,scored,1115722,1115722,1.000000000,1105920,1105920,1105920,0,,0.000000000,0,2949120,0,540,12,5.952,results_problem3_v2_final/case_027_2cores/best_plan.json,results_problem3_v2_final/case_027_2cores/best_result.json.gz
case_027,3,scored,747470,747265,1.000274334,8501248,8491008,8491008,0,,0.287385845,2062336,5113856,398,637,12,8.489,results_problem3_v2_final/case_027_3cores/best_plan.json,results_problem3_v2_final/case_027_3cores/best_result.json.gz
case_027,4,scored,559196,559196,1.000000000,3317760,3317760,3317760,0,,0.000000000,0,5160960,0,900,12,6.432,results_problem3_v2_final/case_027_4cores/best_plan.json,results_problem3_v2_final/case_027_4cores/best_result.json.gz
case_027,5,scored,453694,450393,1.007329155,11204608,11208704,11208704,0,,0.289504305,2547712,6252544,488,734,12,8.346,results_problem3_v2_final/case_027_5cores/best_plan.json,results_problem3_v2_final/case_027_5cores/best_result.json.gz
case_028,1,scored,43836040,43836040,1.000000000,277412256,277412256,0,277412256,,0.000000000,0,278067744,0,8497,1,5.360,results_problem3_v2_final/case_028_1cores/best_plan.json,results_problem3_v2_final/case_028_1cores/best_result.json.gz
case_028,2,scored,21743789,20996827,1.035574994,203536512,203536512,10373760,193162752,,0.806558243,163717128,39265272,1614,1602,1,5.235,results_problem3_v2_final/case_028_2cores/best_plan.json,results_problem3_v2_final/case_028_2cores/best_result.json.gz
case_028,3,scored,15058530,14736544,1.021849492,257422848,257422848,14299392,243123456,,0.310961168,79483824,176123088,1909,3755,1,5.780,results_problem3_v2_final/case_028_3cores/best_plan.json,results_problem3_v2_final/case_028_3cores/best_result.json.gz
case_028,4,scored,11276435,10364274,1.088010120,173640576,173640576,20292480,153348096,,0.908517338,154483416,15555624,1430,2002,1,5.048,results_problem3_v2_final/case_028_4cores/best_plan.json,results_problem3_v2_final/case_028_4cores/best_result.json.gz
case_028,5,scored,9282652,8374114,1.108493627,176191488,176191488,23617536,152573952,,0.891816620,153640512,18637632,1462,2125,1,5.199,results_problem3_v2_final/case_028_5cores/best_plan.json,results_problem3_v2_final/case_028_5cores/best_result.json.gz
case_029,1,scored,37555,37555,1.000000000,0,0,0,0,,0.000000000,0,258132,0,168,1,0.502,results_problem3_v2_final/case_029_1cores/best_plan.json,results_problem3_v2_final/case_029_1cores/best_result.json.gz
case_029,2,scored,19740,19740,1.000000000,0,0,0,0,,0.000000000,0,258132,0,168,8,2.086,results_problem3_v2_final/case_029_2cores/best_plan.json,results_problem3_v2_final/case_029_2cores/best_result.json.gz
case_029,3,scored,12743,12743,1.000000000,0,0,0,0,,0.000000000,0,258132,0,168,8,0.731,results_problem3_v2_final/case_029_3cores/best_plan.json,results_problem3_v2_final/case_029_3cores/best_result.json.gz
case_029,4,scored,10206,10206,1.000000000,92280,92280,92280,0,,0.263049733,92160,258192,45,198,12,4.508,results_problem3_v2_final/case_029_4cores/best_plan.json,results_problem3_v2_final/case_029_4cores/best_result.json.gz
case_029,5,scored,9383,8689,1.079871101,0,159952,159952,0,,0.382180966,159744,258236,78,220,12,4.682,results_problem3_v2_final/case_029_5cores/best_plan.json,results_problem3_v2_final/case_029_5cores/best_result.json.gz
case_030,1,scored,2808034,2807891,1.000050928,5519360,5519360,0,5519360,,0.259867995,2056192,5856256,699,1750,1,2.734,results_problem3_v2_final/case_030_1cores/best_plan.json,results_problem3_v2_final/case_030_1cores/best_result.json.gz
case_030,2,scored,1399149,1398912,1.000169417,6877184,6877184,1950720,4926464,,0.415221474,3849216,5421056,1214,1612,1,3.133,results_problem3_v2_final/case_030_2cores/best_plan.json,results_problem3_v2_final/case_030_2cores/best_result.json.gz
case_030,3,scored,933256,932283,1.001043675,8949248,8949248,3901440,5047808,,0.521419221,5914112,5428224,1888,1614,1,3.184,results_problem3_v2_final/case_030_3cores/best_plan.json,results_problem3_v2_final/case_030_3cores/best_result.json.gz
case_030,4,scored,698838,698674,1.000234730,7811072,7811072,4763648,3047424,,0.529453086,5402624,4801536,1773,1435,1,5.010,results_problem3_v2_final/case_030_4cores/best_plan.json,results_problem3_v2_final/case_030_4cores/best_result.json.gz
case_030,5,scored,560819,560766,1.000094514,10660864,10660864,6924288,3736576,,0.552008158,7205888,5848064,2276,1724,1,6.756,results_problem3_v2_final/case_030_5cores/best_plan.json,results_problem3_v2_final/case_030_5cores/best_result.json.gz
case_031,1,scored,1414369,1414159,1.000148498,3491328,3491328,0,3491328,,0.260593628,1479168,4196980,343,1003,1,3.635,results_problem3_v2_final/case_031_1cores/best_plan.json,results_problem3_v2_final/case_031_1cores/best_result.json.gz
case_031,2,scored,704903,704615,1.000408734,6042982,6050214,6040486,9728,,0.267428087,1615110,4424308,377,1254,12,24.697,results_problem3_v2_final/case_031_2cores/best_plan.json,results_problem3_v2_final/case_031_2cores/best_result.json.gz
case_031,3,scored,469081,468744,1.000718943,9956524,9956524,9956524,0,,0.296405655,2504808,5945800,506,1661,12,28.365,results_problem3_v2_final/case_031_3cores/best_plan.json,results_problem3_v2_final/case_031_3cores/best_result.json.gz
case_031,4,scored,351513,351367,1.000415520,13432720,13432720,13432720,0,,0.382769904,4377646,7059110,1089,1858,12,31.644,results_problem3_v2_final/case_031_4cores/best_plan.json,results_problem3_v2_final/case_031_4cores/best_result.json.gz
case_031,5,scored,289662,285331,1.015178862,7924224,7924224,6274560,1649664,,0.505514864,5110272,4998772,1053,1166,12,22.784,results_problem3_v2_final/case_031_5cores/best_plan.json,results_problem3_v2_final/case_031_5cores/best_result.json.gz
case_032,1,scored,41443,41443,1.000000000,0,0,0,0,,0.000000000,0,279156,0,151,1,0.109,results_problem3_v2_final/case_032_1cores/best_plan.json,results_problem3_v2_final/case_032_1cores/best_result.json.gz
case_032,2,scored,17551,17551,1.000000000,71832,71832,71832,0,,0.204451942,71752,279196,29,171,12,3.425,results_problem3_v2_final/case_032_2cores/best_plan.json,results_problem3_v2_final/case_032_2cores/best_result.json.gz
case_032,3,scored,11925,11925,1.000000000,12364,12364,12364,0,,0.042398754,12360,279158,7,152,12,3.632,results_problem3_v2_final/case_032_3cores/best_plan.json,results_problem3_v2_final/case_032_3cores/best_result.json.gz
case_032,4,scored,10039,9786,1.025853260,20564,20636,20636,0,,0.061964201,18576,281210,9,155,12,4.088,results_problem3_v2_final/case_032_4cores/best_plan.json,results_problem3_v2_final/case_032_4cores/best_result.json.gz
case_032,5,scored,8951,8645,1.035396183,143652,143652,143652,0,,0.320125658,135328,287406,64,184,12,3.757,results_problem3_v2_final/case_032_5cores/best_plan.json,results_problem3_v2_final/case_032_5cores/best_result.json.gz
case_033,1,scored,1774196,1774080,1.000065386,4592640,4592640,0,4592640,,0.096276924,720384,6762032,120,1220,1,0.476,results_problem3_v2_final/case_033_1cores/best_plan.json,results_problem3_v2_final/case_033_1cores/best_result.json.gz
case_033,2,scored,890917,890312,1.000679537,6650400,6650400,2077728,4572672,,0.193241380,1818624,7592528,318,1358,8,0.844,results_problem3_v2_final/case_033_2cores/best_plan.json,results_problem3_v2_final/case_033_2cores/best_result.json.gz
case_033,3,scored,592259,590881,1.002332111,13754720,13754464,11290720,2463744,,0.198417295,2189892,8846908,406,1468,12,19.049,results_problem3_v2_final/case_033_3cores/best_plan.json,results_problem3_v2_final/case_033_3cores/best_result.json.gz
case_033,4,scored,443224,439769,1.007856397,13313664,13313664,13301376,12288,,0.173513304,1833572,8733756,348,1455,12,20.059,results_problem3_v2_final/case_033_4cores/best_plan.json,results_problem3_v2_final/case_033_4cores/best_result.json.gz
case_033,5,scored,359850,355538,1.012128099,7258756,7197316,6951556,245760,,0.525411700,5222400,4717234,994,811,12,17.278,results_problem3_v2_final/case_033_5cores/best_plan.json,results_problem3_v2_final/case_033_5cores/best_result.json.gz
case_034,1,scored,842996,842733,1.000312080,1079832,1079832,0,1079832,,0.309046599,1038336,2321468,252,615,1,0.311,results_problem3_v2_final/case_034_1cores/best_plan.json,results_problem3_v2_final/case_034_1cores/best_result.json.gz
case_034,2,scored,417854,417538,1.000756817,1651200,1651200,1041920,609280,,0.411820968,1618944,2312240,444,606,7,1.560,results_problem3_v2_final/case_034_2cores/best_plan.json,results_problem3_v2_final/case_034_2cores/best_result.json.gz
case_034,3,scored,278372,278366,1.000021554,5531744,5531744,5531744,0,,0.343250094,2131984,4079184,630,944,12,16.929,results_problem3_v2_final/case_034_3cores/best_plan.json,results_problem3_v2_final/case_034_3cores/best_result.json.gz
case_034,4,scored,208690,208686,1.000019168,6320776,6320776,6320776,0,,0.339104748,2336292,4553296,702,1034,12,17.353,results_problem3_v2_final/case_034_4cores/best_plan.json,results_problem3_v2_final/case_034_4cores/best_result.json.gz
case_034,5,scored,173623,169761,1.022749630,3350528,7233216,7233216,0,,0.381653567,2926660,4741708,909,1070,12,19.667,results_problem3_v2_final/case_034_5cores/best_plan.json,results_problem3_v2_final/case_034_5cores/best_result.json.gz
case_035,1,scored,169571,169571,1.000000000,0,0,0,0,,0.000000000,0,396878,0,301,1,0.492,results_problem3_v2_final/case_035_1cores/best_plan.json,results_problem3_v2_final/case_035_1cores/best_result.json.gz
case_035,2,scored,92356,92356,1.000000000,319022,319022,319022,0,,0.153028774,92198,510290,48,469,12,15.694,results_problem3_v2_final/case_035_2cores/best_plan.json,results_problem3_v2_final/case_035_2cores/best_result.json.gz
case_035,3,scored,62974,62943,1.000492509,475492,475492,475492,0,,0.288117643,209484,517594,113,483,12,13.405,results_problem3_v2_final/case_035_3cores/best_plan.json,results_problem3_v2_final/case_035_3cores/best_result.json.gz
case_035,4,scored,48379,48316,1.001303916,663552,663552,663552,0,,0.338574898,285808,558342,179,549,12,14.997,results_problem3_v2_final/case_035_4cores/best_plan.json,results_problem3_v2_final/case_035_4cores/best_result.json.gz
case_035,5,scored,40788,40288,1.012410643,710220,710220,710220,0,,0.408507396,372062,538722,213,564,12,12.021,results_problem3_v2_final/case_035_5cores/best_plan.json,results_problem3_v2_final/case_035_5cores/best_result.json.gz
case_036,1,scored,931510,931510,1.000000000,0,0,0,0,,0.000000000,0,3277952,0,801,1,0.906,results_problem3_v2_final/case_036_1cores/best_plan.json,results_problem3_v2_final/case_036_1cores/best_result.json.gz
case_036,2,scored,466068,466068,1.000000000,1152,1152,1152,0,,0.000000000,0,3279104,0,802,6,2.070,results_problem3_v2_final/case_036_2cores/best_plan.json,results_problem3_v2_final/case_036_2cores/best_result.json.gz
case_036,3,scored,311345,311345,1.000000000,2304,2304,2304,0,,0.000000000,0,3280256,0,803,8,1.437,results_problem3_v2_final/case_036_3cores/best_plan.json,results_problem3_v2_final/case_036_3cores/best_result.json.gz
case_036,4,scored,233584,233584,1.000000000,3456,3456,3456,0,,0.000000000,0,3281408,0,804,8,1.960,results_problem3_v2_final/case_036_4cores/best_plan.json,results_problem3_v2_final/case_036_4cores/best_result.json.gz
case_036,5,scored,187182,187182,1.000000000,4608,4608,4608,0,,0.000000000,0,3282560,0,805,8,1.859,results_problem3_v2_final/case_036_5cores/best_plan.json,results_problem3_v2_final/case_036_5cores/best_result.json.gz
case_037,1,scored,210001,210001,1.000000000,0,0,0,0,,0.000000000,0,532480,0,180,1,1.019,results_problem3_v2_final/case_037_1cores/best_plan.json,results_problem3_v2_final/case_037_1cores/best_result.json.gz
case_037,2,scored,105374,105374,1.000000000,204800,204800,204800,0,,0.000000000,0,737280,0,280,6,0.753,results_problem3_v2_final/case_037_2cores/best_plan.json,results_problem3_v2_final/case_037_2cores/best_result.json.gz
case_037,3,scored,70894,70894,1.000000000,1077248,1069056,1069056,0,,0.266339869,333824,919552,124,283,12,5.870,results_problem3_v2_final/case_037_3cores/best_plan.json,results_problem3_v2_final/case_037_3cores/best_result.json.gz
case_037,4,scored,53320,53320,1.000000000,614400,614400,614400,0,,0.000000000,0,1146880,0,480,12,5.160,results_problem3_v2_final/case_037_4cores/best_plan.json,results_problem3_v2_final/case_037_4cores/best_result.json.gz
case_037,5,scored,43397,43013,1.008927534,1445888,1445888,1445888,0,,0.423366834,690176,940032,266,289,12,6.206,results_problem3_v2_final/case_037_5cores/best_plan.json,results_problem3_v2_final/case_037_5cores/best_result.json.gz
case_038,1,scored,1364555,1363312,1.000911750,5627904,5627904,0,5627904,,0.173616815,1462272,6960138,377,2010,1,2.693,results_problem3_v2_final/case_038_1cores/best_plan.json,results_problem3_v2_final/case_038_1cores/best_result.json.gz
case_038,2,scored,671734,671690,1.000065506,4807680,4807680,4388352,419328,,0.224077863,1325568,4590090,357,1386,12,25.476,results_problem3_v2_final/case_038_2cores/best_plan.json,results_problem3_v2_final/case_038_2cores/best_result.json.gz
case_038,3,scored,446710,446506,1.000456881,7970816,7970816,7970816,0,,0.441306482,3920896,4963850,1192,1494,12,30.409,results_problem3_v2_final/case_038_3cores/best_plan.json,results_problem3_v2_final/case_038_3cores/best_result.json.gz
case_038,4,scored,338262,338262,1.000000000,9618944,9618944,9618944,0,,0.468916953,4750336,5380106,1354,1619,12,30.141,results_problem3_v2_final/case_038_4cores/best_plan.json,results_problem3_v2_final/case_038_4cores/best_result.json.gz
case_038,5,scored,272108,272055,1.000194814,11258368,11258368,11258368,0,,0.532232320,6256128,5498378,1746,1654,12,32.849,results_problem3_v2_final/case_038_5cores/best_plan.json,results_problem3_v2_final/case_038_5cores/best_result.json.gz
case_039,1,scored,1435262,1435262,1.000000000,7929856,7929856,0,7929856,,0.000000000,0,12132352,0,2582,1,3.560,results_problem3_v2_final/case_039_1cores/best_plan.json,results_problem3_v2_final/case_039_1cores/best_result.json.gz
case_039,2,scored,690944,690740,1.000295335,4431872,4431872,4202496,229376,,0.350000000,2981888,5537792,497,823,12,20.002,results_problem3_v2_final/case_039_2cores/best_plan.json,results_problem3_v2_final/case_039_2cores/best_result.json.gz
case_039,3,scored,461085,461028,1.000123637,12410880,5701632,5701632,0,,0.260000000,2183168,6213632,310,1076,12,18.618,results_problem3_v2_final/case_039_3cores/best_plan.json,results_problem3_v2_final/case_039_3cores/best_result.json.gz
case_039,4,scored,348947,348018,1.002669402,9986048,9986048,9986048,0,,0.476656872,5980160,6565888,880,1135,12,20.454,results_problem3_v2_final/case_039_4cores/best_plan.json,results_problem3_v2_final/case_039_4cores/best_result.json.gz
case_039,5,scored,301586,279353,1.079587475,11583488,11583488,11583488,0,,0.559408755,8060928,6348800,1214,1080,12,21.295,results_problem3_v2_final/case_039_5cores/best_plan.json,results_problem3_v2_final/case_039_5cores/best_result.json.gz
case_040,1,scored,253454,253454,1.000000000,0,0,0,0,,0.000000000,0,911174,0,266,1,1.046,results_problem3_v2_final/case_040_1cores/best_plan.json,results_problem3_v2_final/case_040_1cores/best_result.json.gz
case_040,2,scored,133225,132193,1.007806767,452754,452754,452754,0,,0.136308903,166404,1054382,43,446,12,10.164,results_problem3_v2_final/case_040_2cores/best_plan.json,results_problem3_v2_final/case_040_2cores/best_result.json.gz
case_040,3,scored,90940,90242,1.007734758,1265744,1265744,1265744,0,,0.370798282,707538,1200610,151,510,12,9.911,results_problem3_v2_final/case_040_3cores/best_plan.json,results_problem3_v2_final/case_040_3cores/best_result.json.gz
case_040,4,scored,70348,69488,1.012376238,1405678,1405678,1405678,0,,0.389797573,768284,1202698,193,521,12,11.617,results_problem3_v2_final/case_040_4cores/best_plan.json,results_problem3_v2_final/case_040_4cores/best_result.json.gz
case_040,5,scored,59032,57774,1.021774501,1897242,1897242,1897242,0,,0.372439523,877288,1478230,217,607,12,11.398,results_problem3_v2_final/case_040_5cores/best_plan.json,results_problem3_v2_final/case_040_5cores/best_result.json.gz
case_041,1,scored,6003957,6001575,1.000396896,30898176,30898176,0,30898176,,0.101636815,3643392,32203776,719,6611,1,21.143,results_problem3_v2_final/case_041_1cores/best_plan.json,results_problem3_v2_final/case_041_1cores/best_result.json.gz
case_041,2,scored,2965873,2965687,1.000062717,49489160,49489160,38863112,10626048,,0.100170986,3231744,29030532,730,6806,5,115.399,results_problem3_v2_final/case_041_2cores/best_plan.json,results_problem3_v2_final/case_041_2cores/best_result.json.gz
case_041,3,scored,2001138,1992248,1.004462296,56698112,56698112,41028864,15669248,,0.250881264,9756672,29132928,2069,6876,5,115.006,results_problem3_v2_final/case_041_3cores/best_plan.json,results_problem3_v2_final/case_041_3cores/best_result.json.gz
case_041,4,scored,1507779,1503434,1.002890050,46354704,46354704,43285776,3068928,,0.204340022,6439936,25075848,1439,5977,5,101.252,results_problem3_v2_final/case_041_4cores/best_plan.json,results_problem3_v2_final/case_041_4cores/best_result.json.gz
case_041,5,scored,1202006,1199720,1.001905445,38206464,38206464,18130944,20075520,,0.236902050,10223616,32931840,2076,6685,1,20.833,results_problem3_v2_final/case_041_5cores/best_plan.json,results_problem3_v2_final/case_041_5cores/best_result.json.gz
case_042,1,scored,1686740,1675633,1.006628540,6629376,6629376,0,6629376,,0.318691758,2866176,6127392,551,1348,1,2.022,results_problem3_v2_final/case_042_1cores/best_plan.json,results_problem3_v2_final/case_042_1cores/best_result.json.gz
case_042,2,scored,854342,851098,1.003811547,11024024,11024024,7350648,3673376,,0.073204610,613664,7769196,115,1812,12,20.359,results_problem3_v2_final/case_042_2cores/best_plan.json,results_problem3_v2_final/case_042_2cores/best_result.json.gz
case_042,3,scored,574145,564999,1.016187639,8848680,15933108,12403380,3529728,,0.400753931,5325094,7962596,1091,1845,12,20.711,results_problem3_v2_final/case_042_3cores/best_plan.json,results_problem3_v2_final/case_042_3cores/best_result.json.gz
case_042,4,scored,436952,431543,1.012534093,8569704,8179560,5092200,3087360,,0.318993967,3363392,7180356,807,1549,12,13.655,results_problem3_v2_final/case_042_4cores/best_plan.json,results_problem3_v2_final/case_042_4cores/best_result.json.gz
case_042,5,scored,344175,339141,1.014843384,9994092,10147692,8185708,1961984,,0.434419171,5422944,7060262,1211,1516,12,17.281,results_problem3_v2_final/case_042_5cores/best_plan.json,results_problem3_v2_final/case_042_5cores/best_result.json.gz
case_043,1,scored,677656,677656,1.000000000,49160,49160,0,49160,,0.033207400,49152,1431000,6,386,1,0.973,results_problem3_v2_final/case_043_1cores/best_plan.json,results_problem3_v2_final/case_043_1cores/best_result.json.gz
case_043,2,scored,343130,343112,1.000052461,1892732,1892732,1892732,0,,0.353692597,1030332,1882740,280,762,12,24.939,results_problem3_v2_final/case_043_2cores/best_plan.json,results_problem3_v2_final/case_043_2cores/best_result.json.gz
case_043,3,scored,231367,231089,1.001203000,3228256,3228256,3228256,0,,0.474025683,1862792,2066936,615,882,12,28.817,results_problem3_v2_final/case_043_3cores/best_plan.json,results_problem3_v2_final/case_043_3cores/best_result.json.gz
case_043,4,scored,177349,175177,1.012398888,4040330,4040330,4040330,0,,0.471937718,2152120,2408058,804,946,12,30.129,results_problem3_v2_final/case_043_4cores/best_plan.json,results_problem3_v2_final/case_043_4cores/best_result.json.gz
case_043,5,scored,146418,144127,1.015895703,4818418,4991280,4991280,0,,0.520173189,2729588,2517872,1008,1085,12,36.636,results_problem3_v2_final/case_043_5cores/best_plan.json,results_problem3_v2_final/case_043_5cores/best_result.json.gz
case_044,1,scored,154407,107814,1.432160944,4438112,4438112,0,4438112,,0.819988572,4408416,967776,216,75,1,0.169,results_problem3_v2_final/case_044_1cores/best_plan.json,results_problem3_v2_final/case_044_1cores/best_result.json.gz
case_044,2,scored,61917,57481,1.077173327,1017696,938336,938336,0,,0.259656143,490048,1397248,30,86,12,3.083,results_problem3_v2_final/case_044_2cores/best_plan.json,results_problem3_v2_final/case_044_2cores/best_result.json.gz
case_044,3,scored,89074,55400,1.607833935,3738560,3959744,1951424,2008320,,0.656205336,3188192,1670336,102,166,12,3.459,results_problem3_v2_final/case_044_3cores/best_plan.json,results_problem3_v2_final/case_044_3cores/best_result.json.gz
case_044,4,scored,96528,66844,1.444078751,4429344,4886048,2858528,2027520,,0.450630392,2607744,3179136,92,218,12,3.348,results_problem3_v2_final/case_044_4cores/best_plan.json,results_problem3_v2_final/case_044_4cores/best_result.json.gz
case_044,5,scored,105024,74396,1.411688800,4948224,5840864,3592448,2248416,,0.812084126,5491040,1270624,202,138,12,3.929,results_problem3_v2_final/case_044_5cores/best_plan.json,results_problem3_v2_final/case_044_5cores/best_result.json.gz
case_045,1,scored,125614,125614,1.000000000,0,0,0,0,,0.000000000,0,278528,0,68,1,0.154,results_problem3_v2_final/case_045_1cores/best_plan.json,results_problem3_v2_final/case_045_1cores/best_result.json.gz
case_045,2,scored,63059,63059,1.000000000,0,0,0,0,,0.000000000,0,278528,0,68,6,0.247,results_problem3_v2_final/case_045_2cores/best_plan.json,results_problem3_v2_final/case_045_2cores/best_result.json.gz
case_045,3,scored,42601,42601,1.000000000,0,0,0,0,,0.000000000,0,278528,0,68,10,2.586,results_problem3_v2_final/case_045_3cores/best_plan.json,results_problem3_v2_final/case_045_3cores/best_result.json.gz
case_045,4,scored,31878,31878,1.000000000,0,0,0,0,,0.000000000,0,278528,0,68,8,0.261,results_problem3_v2_final/case_045_4cores/best_plan.json,results_problem3_v2_final/case_045_4cores/best_result.json.gz
case_045,5,scored,26164,26164,1.000000000,0,0,0,0,,0.000000000,0,278528,0,68,10,1.935,results_problem3_v2_final/case_045_5cores/best_plan.json,results_problem3_v2_final/case_045_5cores/best_result.json.gz
case_046,1,scored,276455,244994,1.128415390,3176288,3176288,0,3176288,,0.753030467,3120992,1023584,144,64,1,0.130,results_problem3_v2_final/case_046_1cores/best_plan.json,results_problem3_v2_final/case_046_1cores/best_result.json.gz
case_046,2,scored,120196,119349,1.007096834,963168,1416800,930400,486400,,0.514862836,1207168,1137472,39,92,12,3.474,results_problem3_v2_final/case_046_2cores/best_plan.json,results_problem3_v2_final/case_046_2cores/best_result.json.gz
case_046,3,scored,90323,80251,1.125506224,2133184,2022592,2022592,0,,0.385791004,1133312,1804320,65,129,12,4.137,results_problem3_v2_final/case_046_3cores/best_plan.json,results_problem3_v2_final/case_046_3cores/best_result.json.gz
case_046,4,scored,81580,81580,1.000000000,2791200,2791200,2791200,0,,0.000000000,0,3787136,0,208,12,3.160,results_problem3_v2_final/case_046_4cores/best_plan.json,results_problem3_v2_final/case_046_4cores/best_result.json.gz
case_046,5,scored,103363,78107,1.323351300,4143488,4290944,4143488,147456,,0.599332125,3015168,2015712,149,219,12,7.278,results_problem3_v2_final/case_046_5cores/best_plan.json,results_problem3_v2_final/case_046_5cores/best_result.json.gz
case_047,1,scored,326508,326508,1.000000000,0,0,0,0,,0.000000000,0,457286,0,271,1,8.709,results_problem3_v2_final/case_047_1cores/best_plan.json,results_problem3_v2_final/case_047_1cores/best_result.json.gz
case_047,2,scored,172114,172114,1.000000000,716358,716358,716358,0,,0.180292394,161798,735622,101,872,5,63.712,results_problem3_v2_final/case_047_2cores/best_plan.json,results_problem3_v2_final/case_047_2cores/best_result.json.gz
case_047,3,scored,123355,122241,1.009113145,1046218,1043594,1043594,0,,0.325131977,362634,752710,384,970,5,54.812,results_problem3_v2_final/case_047_3cores/best_plan.json,results_problem3_v2_final/case_047_3cores/best_result.json.gz
case_047,4,scored,108699,105305,1.032230189,1591442,1591442,1591442,0,,0.349492830,514898,958374,687,1183,5,51.619,results_problem3_v2_final/case_047_4cores/best_plan.json,results_problem3_v2_final/case_047_4cores/best_result.json.gz
case_047,5,scored,95509,94534,1.010313750,1914264,1914264,1914264,0,,0.556956135,955094,759752,1143,1056,5,54.746,results_problem3_v2_final/case_047_5cores/best_plan.json,results_problem3_v2_final/case_047_5cores/best_result.json.gz
case_048,1,scored,222220,222220,1.000000000,0,0,0,0,,0.000000000,0,410182,0,169,1,1.112,results_problem3_v2_final/case_048_1cores/best_plan.json,results_problem3_v2_final/case_048_1cores/best_result.json.gz
case_048,2,scored,128563,128562,1.000007778,501446,501446,501446,0,,0.200161256,147462,589254,57,330,12,5.618,results_problem3_v2_final/case_048_2cores/best_plan.json,results_problem3_v2_final/case_048_2cores/best_result.json.gz
case_048,3,scored,97850,97853,0.999969342,488236,488236,488236,0,,0.067435977,49100,678998,37,357,12,5.703,results_problem3_v2_final/case_048_3cores/best_plan.json,results_problem3_v2_final/case_048_3cores/best_result.json.gz
case_048,4,scored,97924,97927,0.999969365,495154,495154,495154,0,,0.071405920,52240,679352,46,363,12,4.768,results_problem3_v2_final/case_048_4cores/best_plan.json,results_problem3_v2_final/case_048_4cores/best_result.json.gz
case_048,5,scored,98797,98798,0.999989878,501904,501904,501904,0,,0.216487664,159118,575880,90,304,12,6.010,results_problem3_v2_final/case_048_5cores/best_plan.json,results_problem3_v2_final/case_048_5cores/best_result.json.gz
case_049,1,scored,196276,196276,1.000000000,0,0,0,0,,0.000000000,0,152504,0,144,1,0.526,results_problem3_v2_final/case_049_1cores/best_plan.json,results_problem3_v2_final/case_049_1cores/best_result.json.gz
case_049,2,scored,100791,100735,1.000555914,204974,204974,204974,0,,0.099246428,26630,241692,32,274,12,11.081,results_problem3_v2_final/case_049_2cores/best_plan.json,results_problem3_v2_final/case_049_2cores/best_result.json.gz
case_049,3,scored,69306,68613,1.010100127,399188,399188,399188,0,,0.259413550,96396,275196,115,322,12,11.016,results_problem3_v2_final/case_049_3cores/best_plan.json,results_problem3_v2_final/case_049_3cores/best_result.json.gz
case_049,4,scored,52598,52300,1.005697897,563394,563394,563394,0,,0.354883346,166194,302112,202,361,12,11.614,results_problem3_v2_final/case_049_4cores/best_plan.json,results_problem3_v2_final/case_049_4cores/best_result.json.gz
case_049,5,scored,45618,44776,1.018804717,745118,745118,745118,0,,0.416376139,234324,328446,278,383,12,13.968,results_problem3_v2_final/case_049_5cores/best_plan.json,results_problem3_v2_final/case_049_5cores/best_result.json.gz
case_050,1,scored,149690,149690,1.000000000,0,0,0,0,,0.000000000,0,319300,0,188,1,2.132,results_problem3_v2_final/case_050_1cores/best_plan.json,results_problem3_v2_final/case_050_1cores/best_result.json.gz
case_050,2,scored,76607,76340,1.003497511,316766,316766,316766,0,,0.218307680,117126,419392,62,407,12,15.231,results_problem3_v2_final/case_050_2cores/best_plan.json,results_problem3_v2_final/case_050_2cores/best_result.json.gz
