case,cores,status,selected_source,v1_makespan,v2_final_makespan,reduction_cycles,reduction_pct,v1_added_copy_bytes,v2_final_added_copy_bytes,v1_cache_hit_rate,v2_final_cache_hit_rate,additional_official_evaluations
case_045,5,scored,V1_ORIGINAL_UNCHANGED,26164,26164,0,0.000000,0,0,0.000000000,0.000000000,2
case_046,1,scored,V1_ORIGINAL_UNCHANGED,244994,244994,0,0.000000,3176288,3176288,0.753030467,0.753030467,0
case_046,2,scored,V2_FEEDBACK_SEARCH,120196,119349,847,0.704682,963168,1416800,0.000000000,0.514862836,4
case_046,3,scored,V1_ORIGINAL_UNCHANGED,80251,80251,0,0.000000,2022592,2022592,0.385791004,0.385791004,4
case_046,4,scored,V1_ORIGINAL_UNCHANGED,81580,81580,0,0.000000,2791200,2791200,0.000000000,0.000000000,4
case_046,5,scored,V2_FEEDBACK_SEARCH,98592,78107,20485,20.777548,4143488,4290944,0.122982563,0.599332125,4
case_047,1,scored,V1_ORIGINAL_UNCHANGED,326508,326508,0,0.000000,0,0,0.000000000,0.000000000,0
case_047,2,scored,V1_ORIGINAL_UNCHANGED,172114,172114,0,0.000000,716358,716358,0.180292394,0.180292394,4
case_047,3,scored,V2_FEEDBACK_SEARCH,122956,122241,715,0.581509,1046218,1043594,0.324749968,0.325131977,4
case_047,4,scored,V1_ORIGINAL_UNCHANGED,105305,105305,0,0.000000,1591442,1591442,0.349492830,0.349492830,4
case_047,5,scored,V1_ORIGINAL_UNCHANGED,94534,94534,0,0.000000,1914264,1914264,0.556956135,0.556956135,4
case_048,1,scored,V1_ORIGINAL_UNCHANGED,222220,222220,0,0.000000,0,0,0.000000000,0.000000000,0
case_048,2,scored,V1_ORIGINAL_UNCHANGED,128562,128562,0,0.000000,501446,501446,0.200161256,0.200161256,4
case_048,3,scored,V1_ORIGINAL_UNCHANGED,97853,97853,0,0.000000,488236,488236,0.067435977,0.067435977,4
case_048,4,scored,V1_ORIGINAL_UNCHANGED,97927,97927,0,0.000000,495154,495154,0.071405920,0.071405920,4
case_048,5,scored,V1_ORIGINAL_UNCHANGED,98798,98798,0,0.000000,501904,501904,0.216487664,0.216487664,4
case_049,1,scored,V1_ORIGINAL_UNCHANGED,196276,196276,0,0.000000,0,0,0.000000000,0.000000000,0
case_049,2,scored,V2_FEEDBACK_SEARCH,100791,100735,56,0.055561,204974,204974,0.099246428,0.099246428,4
case_049,3,scored,V2_FEEDBACK_SEARCH,69280,68613,667,0.962760,399188,399188,0.259413550,0.259413550,4
case_049,4,scored,V2_FEEDBACK_SEARCH,52311,52300,11,0.021028,563394,563394,0.354883346,0.354883346,4
case_049,5,scored,V1_ORIGINAL_UNCHANGED,44776,44776,0,0.000000,745118,745118,0.416376139,0.416376139,4
case_050,1,scored,V1_ORIGINAL_UNCHANGED,149690,149690,0,0.000000,0,0,0.000000000,0.000000000,0
case_050,2,scored,V2_FEEDBACK_SEARCH,76607,76340,267,0.348532,316766,316766,0.218307680,0.218307680,4
case_050,3,scored,V2_FEEDBACK_SEARCH,51616,51340,276,0.534718,447188,447188,0.333771003,0.333771003,4
case_050,4,scored,V1_ORIGINAL_UNCHANGED,40549,40549,0,0.000000,732042,732042,0.388389092,0.388389092,4
case_050,5,scored,V1_ORIGINAL_UNCHANGED,33022,33022,0,0.000000,704646,704646,0.403254712,0.403254712,4
case_051,1,scored,V1_ORIGINAL_UNCHANGED,607628,607628,0,0.000000,0,0,0.000000000,0.000000000,0
case_051,2,scored,V1_ORIGINAL_UNCHANGED,363318,363318,0,0.000000,393872,393872,0.499791550,0.499791550,4
case_051,3,scored,V1_ORIGINAL_UNCHANGED,297321,297321,0,0.000000,394000,394000,0.499809360,0.499809360,4
case_051,4,scored,V1_ORIGINAL_UNCHANGED,258807,258807,0,0.000000,590864,590864,0.599776323,0.599776323,4
case_051,5,scored,V1_ORIGINAL_UNCHANGED,205151,205151,0,0.000000,328828,328828,0.454375095,0.454375095,0
case_052,1,scored,V1_ORIGINAL_UNCHANGED,180301,180301,0,0.000000,0,0,0.000000000,0.000000000,0
case_052,2,scored,V1_ORIGINAL_UNCHANGED,85209,85209,0,0.000000,430632,430632,0.090012097,0.090012097,4
case_052,3,scored,V1_ORIGINAL_UNCHANGED,58857,58857,0,0.000000,596032,596032,0.142443370,0.142443370,4
case_052,4,scored,V1_ORIGINAL_UNCHANGED,44532,44532,0,0.000000,732232,732232,0.163072521,0.163072521,4
case_052,5,scored,V1_ORIGINAL_UNCHANGED,37440,37440,0,0.000000,328704,328704,0.223909065,0.223909065,2
case_053,1,scored,V1_ORIGINAL_UNCHANGED,1428109,1428109,0,0.000000,5405536,5405536,0.624870838,0.624870838,0
case_053,2,scored,V1_ORIGINAL_UNCHANGED,706748,706748,0,0.000000,3301878,3301878,0.232753482,0.232753482,4
case_053,3,scored,V1_ORIGINAL_UNCHANGED,481790,481790,0,0.000000,5284428,5284428,0.290875955,0.290875955,0
case_053,4,scored,V1_ORIGINAL_UNCHANGED,366396,366396,0,0.000000,7937666,7937666,0.371249160,0.371249160,0
case_053,5,scored,V1_ORIGINAL_UNCHANGED,312207,312207,0,0.000000,9621590,9621590,0.283647692,0.283647692,0
case_054,1,scored,V1_ORIGINAL_UNCHANGED,815051,815051,0,0.000000,0,0,0.000000000,0.000000000,0
case_054,2,scored,V1_ORIGINAL_UNCHANGED,417051,417051,0,0.000000,1585830,1585830,0.084161568,0.084161568,0
case_054,3,scored,V1_ORIGINAL_UNCHANGED,279743,279743,0,0.000000,3301068,3301068,0.153279673,0.153279673,0
case_054,4,scored,V1_ORIGINAL_UNCHANGED,216160,216160,0,0.000000,3843858,3843858,0.218908814,0.218908814,0
case_054,5,scored,V1_ORIGINAL_UNCHANGED,173981,173981,0,0.000000,4629558,4629558,0.276371153,0.276371153,0
case_055,1,scored,V1_ORIGINAL_UNCHANGED,118835,118835,0,0.000000,69632,69632,0.100143243,0.100143243,0
case_055,2,scored,V2_FEEDBACK_SEARCH,52383,51245,1138,2.172461,122376,122376,0.107893693,0.107893693,4
case_055,3,scored,V2_FEEDBACK_SEARCH,34987,33933,1054,3.012548,286816,286816,0.220869207,0.276515644,4
case_055,4,scored,V1_ORIGINAL_UNCHANGED,27916,27916,0,0.000000,621264,621264,0.377890456,0.377890456,4
case_055,5,scored,V2_FEEDBACK_SEARCH,24866,23960,906,3.643529,189952,189952,0.212798721,0.222842318,4
case_056,1,scored,V1_ORIGINAL_UNCHANGED,277285,277285,0,0.000000,0,0,0.000000000,0.000000000,0
case_056,2,scored,V2_FEEDBACK_SEARCH,142482,142126,356,0.249856,424494,424494,0.105774249,0.111340628,4
case_056,3,scored,V2_FEEDBACK_SEARCH,94766,94750,16,0.016884,587880,587880,0.306154675,0.307900876,4
case_056,4,scored,V1_ORIGINAL_UNCHANGED,74535,74535,0,0.000000,1277590,1277590,0.343433187,0.343433187,4
case_056,5,scored,V1_ORIGINAL_UNCHANGED,61947,61947,0,0.000000,1148046,1148046,0.486514385,0.486514385,4
case_057,1,scored,V1_ORIGINAL_UNCHANGED,59726,59726,0,0.000000,94216,94216,0.218681523,0.218681523,0
case_057,2,scored,V2_FEEDBACK_SEARCH,30016,29715,301,1.002799,14112,14112,0.040239521,0.040239521,4
case_057,3,scored,V1_ORIGINAL_UNCHANGED,20714,20714,0,0.000000,237764,237764,0.410988344,0.410988344,4
case_057,4,scored,V1_ORIGINAL_UNCHANGED,15866,15866,0,0.000000,227296,227296,0.400038380,0.400038380,4
case_057,5,scored,V1_ORIGINAL_UNCHANGED,14028,14028,0,0.000000,14112,14112,0.000821215,0.000821215,2
case_058,1,scored,V1_ORIGINAL_UNCHANGED,4539717,4539717,0,0.000000,28696576,28696576,0.000000000,0.000000000,0
case_058,2,scored,V1_ORIGINAL_UNCHANGED,2195580,2195580,0,0.000000,19181568,19181568,0.255716383,0.255716383,0
case_058,3,scored,V1_ORIGINAL_UNCHANGED,1461951,1461951,0,0.000000,16662528,16662528,0.000000000,0.000000000,0
case_058,4,scored,V1_ORIGINAL_UNCHANGED,1095352,1095352,0,0.000000,31772672,31772672,0.520136346,0.520136346,0
case_058,5,scored,V1_ORIGINAL_UNCHANGED,876945,876945,0,0.000000,20807680,20807680,0.284909910,0.284909910,0
case_059,1,scored,V1_ORIGINAL_UNCHANGED,815938,815938,0,0.000000,1691648,1691648,0.610044313,0.610044313,0
case_059,2,scored,V1_ORIGINAL_UNCHANGED,369318,369318,0,0.000000,360448,360448,0.000000000,0.000000000,0
case_059,3,scored,V1_ORIGINAL_UNCHANGED,246806,246806,0,0.000000,2531328,2531328,0.605137395,0.605137395,4
case_059,4,scored,V1_ORIGINAL_UNCHANGED,185216,185216,0,0.000000,1081344,1081344,0.000000000,0.000000000,0
case_059,5,scored,V1_ORIGINAL_UNCHANGED,149026,149026,0,0.000000,5070848,5070848,0.680813124,0.680813124,4
case_060,1,scored,V1_ORIGINAL_UNCHANGED,887801,887801,0,0.000000,2068520,2068520,0.423143228,0.423143228,0
case_060,2,scored,V2_FEEDBACK_SEARCH,430180,426342,3838,0.892185,2281952,2281952,0.413181119,0.405372119,4
case_060,3,scored,V2_FEEDBACK_SEARCH,289089,285264,3825,1.323122,3793744,3793744,0.505910105,0.515803697,4
case_060,4,scored,V2_FEEDBACK_SEARCH,217330,213411,3919,1.803249,4131824,4131824,0.479487377,0.513147450,4
case_060,5,scored,V2_FEEDBACK_SEARCH,174614,172051,2563,1.467809,5717140,5717140,0.586434090,0.596110218,4
case_061,1,scored,V1_ORIGINAL_UNCHANGED,77191,77191,0,0.000000,0,0,0.000000000,0.000000000,0
case_061,2,scored,V1_ORIGINAL_UNCHANGED,37922,37922,0,0.000000,74752,74752,0.057725842,0.057725842,4
case_061,3,scored,V1_ORIGINAL_UNCHANGED,25831,25831,0,0.000000,169984,169984,0.084205910,0.084205910,4
case_061,4,scored,V2_FEEDBACK_SEARCH,20877,20753,124,0.593955,163328,167424,0.128859060,0.128466667,4
case_061,5,scored,V2_FEEDBACK_SEARCH,16656,16612,44,0.264169,237056,237056,0.134163635,0.128424014,4
case_062,1,scored,V1_ORIGINAL_UNCHANGED,2854809,2854809,0,0.000000,0,0,0.000000000,0.000000000,0
case_062,2,scored,V1_ORIGINAL_UNCHANGED,1433656,1433656,0,0.000000,104448,104448,0.000000000,0.000000000,0
case_062,3,scored,V1_ORIGINAL_UNCHANGED,955835,955835,0,0.000000,4521984,4521984,0.000000000,0.000000000,0
case_062,4,scored,V1_ORIGINAL_UNCHANGED,716538,716538,0,0.000000,5062656,5062656,0.000000000,0.000000000,0
case_062,5,scored,V1_ORIGINAL_UNCHANGED,575377,575377,0,0.000000,4580352,4580352,0.000000000,0.000000000,0
case_063,1,scored,V1_ORIGINAL_UNCHANGED,1070397,1070397,0,0.000000,0,0,0.000000000,0.000000000,0
case_063,2,scored,V1_ORIGINAL_UNCHANGED,536776,536776,0,0.000000,1167360,1167360,0.000000000,0.000000000,4
case_063,3,scored,V1_ORIGINAL_UNCHANGED,358955,358955,0,0.000000,1711104,1711104,0.000000000,0.000000000,4
case_063,4,scored,V1_ORIGINAL_UNCHANGED,270126,270126,0,0.000000,1628160,1628160,0.000000000,0.000000000,4
case_063,5,scored,V1_ORIGINAL_UNCHANGED,217873,217873,0,0.000000,1665024,1665024,0.000000000,0.000000000,4
case_064,1,scored,V1_ORIGINAL_UNCHANGED,19116,19116,0,0.000000,0,0,0.000000000,0.000000000,0
case_064,2,scored,V2_FEEDBACK_SEARCH,11243,11212,31,0.275727,40806,40806,0.197690873,0.197690873,4
case_064,3,scored,V1_ORIGINAL_UNCHANGED,9669,9669,0,0.000000,78572,78572,0.267098548,0.267098548,4
case_064,4,scored,V2_FEEDBACK_SEARCH,7121,7120,1,0.014043,95826,95250,0.236938910,0.248297766,4
case_064,5,scored,V1_ORIGINAL_UNCHANGED,7132,7132,0,0.000000,95922,95922,0.242379182,0.242379182,4
case_065,1,scored,V1_ORIGINAL_UNCHANGED,53068,53068,0,0.000000,0,0,0.000000000,0.000000000,0
case_065,2,scored,V1_ORIGINAL_UNCHANGED,22364,22364,0,0.000000,69288,69288,0.128478515,0.128478515,4
case_065,3,scored,V1_ORIGINAL_UNCHANGED,16056,16056,0,0.000000,115016,115016,0.194855472,0.194855472,4
case_065,4,scored,V2_FEEDBACK_SEARCH,13650,13472,178,1.304029,174040,174040,0.168006885,0.178666938,4
case_065,5,scored,V1_ORIGINAL_UNCHANGED,11459,11459,0,0.000000,55872,55872,0.066413193,0.066413193,2
case_066,1,scored,V1_ORIGINAL_UNCHANGED,359070,359070,0,0.000000,0,0,0.000000000,0.000000000,0
case_066,2,scored,V2_FEEDBACK_SEARCH,179561,179450,111,0.061817,1349172,1349172,0.186277566,0.241519760,4
case_066,3,scored,V2_FEEDBACK_SEARCH,124067,124016,51,0.041107,2007220,2007220,0.303527395,0.307010143,4
case_066,4,scored,V1_ORIGINAL_UNCHANGED,98034,98034,0,0.000000,2404816,2404816,0.290012696,0.290012696,4
case_066,5,scored,V2_FEEDBACK_SEARCH,83516,83045,471,0.563964,2643850,2643850,0.316458540,0.320816295,4
case_067,1,scored,V1_ORIGINAL_UNCHANGED,63834834,63834834,0,0.000000,264449408,264449408,0.000000000,0.000000000,0
case_067,2,scored,V1_ORIGINAL_UNCHANGED,32073211,32073211,0,0.000000,249803136,249803136,0.235744753,0.235744753,4
case_067,3,scored,V2_FEEDBACK_SEARCH,21635717,21597442,38275,0.176907,198630144,198630144,0.389907768,0.370560943,4
case_067,4,scored,V2_FEEDBACK_SEARCH,15400935,15383688,17247,0.111987,207017088,207234176,0.922651808,0.924911708,4
case_067,5,scored,V2_FEEDBACK_SEARCH,12335508,12304590,30918,0.250642,208819712,209704448,0.922324897,0.926532000,4
case_068,1,scored,V1_ORIGINAL_UNCHANGED,362095,362095,0,0.000000,0,0,0.000000000,0.000000000,0
case_068,2,scored,V1_ORIGINAL_UNCHANGED,184997,184997,0,0.000000,1653422,1653422,0.202739605,0.202739605,4
case_068,3,scored,V1_ORIGINAL_UNCHANGED,129465,129465,0,0.000000,2305940,2305940,0.132658253,0.132658253,4
case_068,4,scored,V1_ORIGINAL_UNCHANGED,100735,100735,0,0.000000,2762406,2762406,0.057100740,0.057100740,4
case_068,5,scored,V2_FEEDBACK_SEARCH,94416,94259,157,0.166285,2564776,2564776,0.025221342,0.026396456,4
case_069,1,scored,V1_ORIGINAL_UNCHANGED,25144,25144,0,0.000000,0,0,0.000000000,0.000000000,0
case_069,2,scored,V2_FEEDBACK_SEARCH,13246,13181,65,0.490714,161990,161990,0.137883580,0.216659544,4
case_069,3,scored,V1_ORIGINAL_UNCHANGED,10109,10109,0,0.000000,292394,292394,0.326274568,0.326274568,4
case_069,4,scored,V1_ORIGINAL_UNCHANGED,9082,9082,0,0.000000,403598,403598,0.405992354,0.405992354,4
case_069,5,scored,V1_ORIGINAL_UNCHANGED,7959,7959,0,0.000000,360402,360402,0.369234250,0.369234250,4
case_070,1,scored,V1_ORIGINAL_UNCHANGED,117300,117300,0,0.000000,0,0,0.000000000,0.000000000,0
case_070,2,scored,V1_ORIGINAL_UNCHANGED,55586,55586,0,0.000000,180752,180752,0.212993314,0.212993314,4
case_070,3,scored,V1_ORIGINAL_UNCHANGED,34691,34691,0,0.000000,435220,435220,0.296237904,0.296237904,4
case_070,4,scored,V1_ORIGINAL_UNCHANGED,28282,28282,0,0.000000,553232,553232,0.316652947,0.316652947,4
case_070,5,scored,V2_FEEDBACK_SEARCH,24356,23887,469,1.925604,743956,743956,0.309153892,0.421840730,4
case_071,1,scored,V1_ORIGINAL_UNCHANGED,18919,18919,0,0.000000,0,0,0.000000000,0.000000000,0
case_071,2,scored,V1_ORIGINAL_UNCHANGED,10395,10395,0,0.000000,119846,119846,0.225448250,0.225448250,4
case_071,3,scored,V1_ORIGINAL_UNCHANGED,8020,8020,0,0.000000,243978,243978,0.182694950,0.182694950,4
case_071,4,scored,V1_ORIGINAL_UNCHANGED,6560,6560,0,0.000000,232686,232686,0.352938615,0.352938615,4
case_071,5,scored,V1_ORIGINAL_UNCHANGED,6841,6841,0,0.000000,297042,297042,0.271449612,0.271449612,4
case_072,1,scored,V1_ORIGINAL_UNCHANGED,23890756,23890756,0,0.000000,108613680,108613680,0.026210198,0.026210198,0
case_072,2,scored,V1_ORIGINAL_UNCHANGED,11973525,11973525,0,0.000000,148672560,148672560,0.118442099,0.118442099,0
case_072,3,scored,V1_ORIGINAL_UNCHANGED,8144722,8144722,0,0.000000,219517292,219517292,0.124871274,0.124871274,0
case_072,4,scored,V1_ORIGINAL_UNCHANGED,6236802,6236802,0,0.000000,150450224,150450224,0.202290850,0.202290850,0
case_072,5,scored,V1_ORIGINAL_UNCHANGED,4765197,4765197,0,0.000000,130777776,130777776,0.305343323,0.305343323,0
case_073,1,scored,V1_ORIGINAL_UNCHANGED,10081626,10081626,0,0.000000,141570432,141570432,0.000000000,0.000000000,0
case_073,2,scored,V2_FEEDBACK_SEARCH,5505050,5486749,18301,0.332440,100529024,100750208,0.093402689,0.098877179,4
case_073,3,scored,V2_FEEDBACK_SEARCH,3826011,3752223,73788,1.928588,132847872,133267200,0.247037049,0.260498350,4
case_073,4,scored,V2_FEEDBACK_SEARCH,3076967,3040368,36599,1.189451,97942144,98384512,0.261255261,0.276039022,4
case_073,5,scored,V1_ORIGINAL_UNCHANGED,2771404,2771404,0,0.000000,101126144,101126144,0.206312885,0.206312885,4
case_074,1,scored,V1_ORIGINAL_UNCHANGED,1678120,1678120,0,0.000000,6070280,6070280,0.166804850,0.166804850,0
case_074,2,scored,V1_ORIGINAL_UNCHANGED,831632,831632,0,0.000000,7200768,7200768,0.210407625,0.210407625,0
case_074,3,scored,V1_ORIGINAL_UNCHANGED,553308,553308,0,0.000000,7868428,7868428,0.380231170,0.380231170,4
case_074,4,scored,V1_ORIGINAL_UNCHANGED,415062,415062,0,0.000000,7626802,7626802,0.533033015,0.533033015,4
case_074,5,scored,V2_FEEDBACK_SEARCH,343554,337054,6500,1.891988,7983104,7983104,0.318703634,0.312085744,4
case_075,1,scored,V1_ORIGINAL_UNCHANGED,1441809,1441809,0,0.000000,0,0,0.000000000,0.000000000,0
case_075,2,scored,V1_ORIGINAL_UNCHANGED,723990,723990,0,0.000000,2777222,2777222,0.129809298,0.129809298,4
case_075,3,scored,V1_ORIGINAL_UNCHANGED,480999,480999,0,0.000000,4941452,4941452,0.319951230,0.319951230,4
case_075,4,scored,V2_FEEDBACK_SEARCH,389014,388953,61,0.015681,4852784,4852784,0.451903411,0.451903411,4
case_075,5,scored,V1_ORIGINAL_UNCHANGED,322387,322387,0,0.000000,5507508,5507508,0.270066202,0.270066202,3
case_076,1,scored,V1_ORIGINAL_UNCHANGED,6183098,6183098,0,0.000000,28280832,28280832,0.133576619,0.133576619,0
case_076,2,scored,V1_ORIGINAL_UNCHANGED,3083890,3083890,0,0.000000,15496196,15496196,0.280069060,0.280069060,0
case_076,3,scored,V1_ORIGINAL_UNCHANGED,2050955,2050955,0,0.000000,20953480,20953480,0.419214827,0.419214827,0
case_076,4,scored,V1_ORIGINAL_UNCHANGED,1536520,1536520,0,0.000000,25074700,25074700,0.519622055,0.519622055,0
case_076,5,scored,V1_ORIGINAL_UNCHANGED,1227382,1227382,0,0.000000,27101580,27101580,0.613376215,0.613376215,0
case_077,1,scored,V1_ORIGINAL_UNCHANGED,495320,495320,0,0.000000,0,0,0.000000000,0.000000000,0
case_077,2,scored,V1_ORIGINAL_UNCHANGED,250514,250514,0,0.000000,1516588,1516588,0.110589559,0.110589559,4
case_077,3,scored,V1_ORIGINAL_UNCHANGED,172008,172008,0,0.000000,2407302,2407302,0.146550983,0.146550983,4
case_077,4,scored,V1_ORIGINAL_UNCHANGED,128889,128889,0,0.000000,2697438,2697438,0.112505515,0.112505515,4
case_077,5,scored,V2_FEEDBACK_SEARCH,107026,107021,5,0.004672,2854170,2854170,0.088235043,0.083894691,4
case_078,1,scored,V1_ORIGINAL_UNCHANGED,2296143,2296143,0,0.000000,12644568,12644568,0.000000000,0.000000000,0
case_078,2,scored,V1_ORIGINAL_UNCHANGED,1054712,1054712,0,0.000000,3610752,3610752,0.188848189,0.188848189,4
case_078,3,scored,V1_ORIGINAL_UNCHANGED,699477,699477,0,0.000000,6177024,6177024,0.500676664,0.500676664,4
case_078,4,scored,V2_FEEDBACK_SEARCH,558736,532566,26170,4.683786,6451584,6711168,0.077139640,0.479968640,4
case_078,5,scored,V1_ORIGINAL_UNCHANGED,430874,430874,0,0.000000,11493888,11493888,0.507500312,0.507500312,4
case_079,1,scored,V1_ORIGINAL_UNCHANGED,31052251,31052251,0,0.000000,32448512,32448512,0.000000000,0.000000000,0
case_079,2,scored,V1_ORIGINAL_UNCHANGED,15121479,15121479,0,0.000000,93573120,93573120,0.051375195,0.051375195,0
case_079,3,scored,V1_ORIGINAL_UNCHANGED,10350887,10350887,0,0.000000,211304448,211304448,0.020054348,0.020054348,0
case_079,4,scored,V1_ORIGINAL_UNCHANGED,7635624,7635624,0,0.000000,30445568,30445568,0.000000000,0.000000000,0
case_079,5,scored,V1_ORIGINAL_UNCHANGED,6074279,6074279,0,0.000000,47542272,47542272,0.236181483,0.236181483,0
case_080,1,scored,V1_ORIGINAL_UNCHANGED,291826,291826,0,0.000000,548864,548864,0.168614357,0.168614357,0
case_080,2,scored,V1_ORIGINAL_UNCHANGED,145224,145224,0,0.000000,1331200,1331200,0.249658936,0.249658936,4
case_080,3,scored,V1_ORIGINAL_UNCHANGED,97525,97525,0,0.000000,1376256,1376256,0.117154812,0.117154812,4
case_080,4,scored,V1_ORIGINAL_UNCHANGED,74545,74545,0,0.000000,3362816,3362816,0.443979933,0.443979933,4
case_080,5,scored,V1_ORIGINAL_UNCHANGED,64117,64117,0,0.000000,3178496,3178496,0.361518550,0.361518550,4
case_081,1,scored,V1_ORIGINAL_UNCHANGED,151795,151795,0,0.000000,0,0,0.000000000,0.000000000,0
case_081,2,scored,V1_ORIGINAL_UNCHANGED,76860,76860,0,0.000000,0,0,0.000000000,0.000000000,2
case_081,3,scored,V1_ORIGINAL_UNCHANGED,51943,51943,0,0.000000,0,0,0.000000000,0.000000000,2
case_081,4,scored,V1_ORIGINAL_UNCHANGED,39588,39588,0,0.000000,0,0,0.000000000,0.000000000,2
case_081,5,scored,V1_ORIGINAL_UNCHANGED,30943,30943,0,0.000000,0,0,0.000000000,0.000000000,0
case_082,1,scored,V1_ORIGINAL_UNCHANGED,721041,721041,0,0.000000,0,0,0.000000000,0.000000000,0
case_082,2,scored,V1_ORIGINAL_UNCHANGED,348668,348668,0,0.000000,897286,897286,0.172478264,0.172478264,4
case_082,3,scored,V1_ORIGINAL_UNCHANGED,228992,228992,0,0.000000,2185708,2185708,0.311425605,0.311425605,4
case_082,4,scored,V1_ORIGINAL_UNCHANGED,178367,178367,0,0.000000,2922962,2922962,0.374167973,0.374167973,4
case_082,5,scored,V2_FEEDBACK_SEARCH,152405,152384,21,0.013779,3234934,3234934,0.406875737,0.407679127,4
case_083,1,scored,V1_ORIGINAL_UNCHANGED,946145,946145,0,0.000000,13934688,13934688,0.795868409,0.795868409,0
case_083,2,scored,V1_ORIGINAL_UNCHANGED,456221,456221,0,0.000000,6662752,6662752,0.749544428,0.749544428,4
case_083,3,scored,V2_FEEDBACK_SEARCH,295365,295365,0,0.000000,2673856,2669760,0.400426459,0.518214117,4
case_083,4,scored,V1_ORIGINAL_UNCHANGED,223029,223029,0,0.000000,3983136,3983136,0.605207896,0.605207896,4
case_083,5,scored,V2_FEEDBACK_SEARCH,193143,184508,8635,4.470781,5261696,5613952,0.290097252,0.508327537,4
case_084,1,scored,V1_ORIGINAL_UNCHANGED,2507412,2507412,0,0.000000,0,0,0.000000000,0.000000000,0
case_084,2,scored,V1_ORIGINAL_UNCHANGED,1255052,1255052,0,0.000000,0,0,0.000000000,0.000000000,0
case_084,3,scored,V1_ORIGINAL_UNCHANGED,836220,836220,0,0.000000,0,0,0.000000000,0.000000000,0
case_084,4,scored,V1_ORIGINAL_UNCHANGED,629028,629028,0,0.000000,0,0,0.000000000,0.000000000,0
case_084,5,scored,V1_ORIGINAL_UNCHANGED,503472,503472,0,0.000000,0,0,0.000000000,0.000000000,0
case_085,1,scored,V1_ORIGINAL_UNCHANGED,3187899,3187899,0,0.000000,0,0,0.000000000,0.000000000,0
case_085,2,scored,V1_ORIGINAL_UNCHANGED,1577629,1577629,0,0.000000,2521478,2521478,0.181451058,0.181451058,0
case_085,3,scored,V1_ORIGINAL_UNCHANGED,1065858,1065858,0,0.000000,6678380,6678380,0.339352863,0.339352863,0
case_085,4,scored,V1_ORIGINAL_UNCHANGED,825808,825808,0,0.000000,8756146,8756146,0.400144998,0.400144998,0
case_085,5,scored,V1_ORIGINAL_UNCHANGED,634163,634163,0,0.000000,11658808,11658808,0.440426636,0.440426636,0
case_086,1,scored,V1_ORIGINAL_UNCHANGED,118403,118403,0,0.000000,0,0,0.000000000,0.000000000,0
case_086,2,scored,V1_ORIGINAL_UNCHANGED,61621,61621,0,0.000000,584422,584422,0.202394220,0.202394220,4
case_086,3,scored,V2_FEEDBACK_SEARCH,44798,44779,19,0.042413,1034986,1034986,0.375316476,0.375696247,4
case_086,4,scored,V2_FEEDBACK_SEARCH,36570,36555,15,0.041017,1373042,1373042,0.318944395,0.332598478,4
case_086,5,scored,V1_ORIGINAL_UNCHANGED,33078,33078,0,0.000000,1625846,1625846,0.364311961,0.364311961,4
case_087,1,scored,V1_ORIGINAL_UNCHANGED,3969779,3969779,0,0.000000,7902720,7902720,0.183367768,0.183367768,0
case_087,2,scored,V1_ORIGINAL_UNCHANGED,2037975,2037975,0,0.000000,25416412,25416412,0.118153217,0.118153217,0
case_087,3,scored,V1_ORIGINAL_UNCHANGED,1355221,1355221,0,0.000000,14417640,14417640,0.510040134,0.510040134,0
case_087,4,scored,V1_ORIGINAL_UNCHANGED,1024007,1024007,0,0.000000,18544964,18544964,0.517395705,0.517395705,0
case_087,5,scored,V1_ORIGINAL_UNCHANGED,811994,811994,0,0.000000,20694304,20694304,0.491474145,0.491474145,0
case_088,1,scored,V1_ORIGINAL_UNCHANGED,243623,243623,0,0.000000,0,0,0.000000000,0.000000000,0
case_088,2,scored,V1_ORIGINAL_UNCHANGED,122025,122025,0,0.000000,1087690,1087690,0.160354077,0.160354077,4
case_088,3,scored,V2_FEEDBACK_SEARCH,86565,86516,49,0.056605,1607178,1607178,0.123807926,0.130216554,4
case_088,4,scored,V1_ORIGINAL_UNCHANGED,69570,69570,0,0.000000,1900434,1900434,0.073506446,0.073506446,0
case_088,5,scored,V2_FEEDBACK_SEARCH,66662,65965,697,1.045573,1750102,1750102,0.040542058,0.053749957,4
case_089,1,scored,V1_ORIGINAL_UNCHANGED,693092,693092,0,0.000000,0,0,0.000000000,0.000000000,0
case_089,2,scored,V1_ORIGINAL_UNCHANGED,346432,346432,0,0.000000,238720,238720,0.000000000,0.000000000,4
case_089,3,scored,V1_ORIGINAL_UNCHANGED,232474,232474,0,0.000000,957696,957696,0.405796480,0.405796480,4
case_089,4,scored,V1_ORIGINAL_UNCHANGED,173512,173512,0,0.000000,716160,716160,0.000000000,0.000000000,4
case_089,5,scored,V1_ORIGINAL_UNCHANGED,138740,138740,0,0.000000,954880,954880,0.000000000,0.000000000,4
case_090,1,scored,V1_ORIGINAL_UNCHANGED,1178363,1178363,0,0.000000,21233592,21233592,0.000000000,0.000000000,0
case_090,2,scored,V1_ORIGINAL_UNCHANGED,481682,481682,0,0.000000,10506624,10506624,0.724620213,0.724620213,4
case_090,3,scored,V2_FEEDBACK_SEARCH,355090,340871,14219,4.004337,12466944,12761856,0.644401639,0.651110577,4
