case,cores,status,no_l2_makespan,cache_makespan,l2_relative_speedup,no_l2_added_copy_bytes,cache_added_copy_bytes,cache_partition_added_copy_bytes,cache_spill_added_copy_bytes,no_l2_cache_hit_rate,cache_hit_rate,cache_hit_bytes,cache_miss_bytes,cache_hits,cache_misses,official_evals,solver_seconds,plan_file,result_file
case_028,2,scored,21743789,20996827,1.035574994,203536512,203536512,10373760,193162752,,0.806558243,163717128,39265272,1614,1602,1,17.685,results_problem3/case_028_2cores/best_plan.json,results_problem3/case_028_2cores/best_result.json.gz
case_028,3,scored,15058530,14736544,1.021849492,257422848,257422848,14299392,243123456,,0.310961168,79483824,176123088,1909,3755,1,16.890,results_problem3/case_028_3cores/best_plan.json,results_problem3/case_028_3cores/best_result.json.gz
case_028,4,scored,11276435,10364274,1.088010120,173640576,173640576,20292480,153348096,,0.908517338,154483416,15555624,1430,2002,1,16.338,results_problem3/case_028_4cores/best_plan.json,results_problem3/case_028_4cores/best_result.json.gz
case_028,5,scored,9282652,8374114,1.108493627,176191488,176191488,23617536,152573952,,0.891816620,153640512,18637632,1462,2125,1,16.886,results_problem3/case_028_5cores/best_plan.json,results_problem3/case_028_5cores/best_result.json.gz
case_029,1,scored,37555,37555,1.000000000,0,0,0,0,,0.000000000,0,258132,0,168,1,1.452,results_problem3/case_029_1cores/best_plan.json,results_problem3/case_029_1cores/best_result.json.gz
case_029,2,scored,19740,19740,1.000000000,0,0,0,0,,0.000000000,0,258132,0,168,6,4.996,results_problem3/case_029_2cores/best_plan.json,results_problem3/case_029_2cores/best_result.json.gz
case_029,3,scored,12743,12743,1.000000000,0,0,0,0,,0.000000000,0,258132,0,168,8,6.682,results_problem3/case_029_3cores/best_plan.json,results_problem3/case_029_3cores/best_result.json.gz
case_029,4,scored,10206,10206,1.000000000,92280,92280,92280,0,,0.263049733,92160,258192,45,198,8,8.156,results_problem3/case_029_4cores/best_plan.json,results_problem3/case_029_4cores/best_result.json.gz
case_029,5,scored,9383,8689,1.079871101,0,159952,159952,0,,0.382180966,159744,258236,78,220,8,11.385,results_problem3/case_029_5cores/best_plan.json,results_problem3/case_029_5cores/best_result.json.gz
case_030,1,scored,2808034,2807891,1.000050928,5519360,5519360,0,5519360,,0.259867995,2056192,5856256,699,1750,1,18.020,results_problem3/case_030_1cores/best_plan.json,results_problem3/case_030_1cores/best_result.json.gz
case_030,2,scored,1399149,1398912,1.000169417,6877184,6877184,1950720,4926464,,0.415221474,3849216,5421056,1214,1612,1,9.518,results_problem3/case_030_2cores/best_plan.json,results_problem3/case_030_2cores/best_result.json.gz
case_030,3,scored,933256,932283,1.001043675,8949248,8949248,3901440,5047808,,0.521419221,5914112,5428224,1888,1614,1,9.679,results_problem3/case_030_3cores/best_plan.json,results_problem3/case_030_3cores/best_result.json.gz
case_030,4,scored,698838,698674,1.000234730,7811072,7811072,4763648,3047424,,0.529453086,5402624,4801536,1773,1435,1,8.481,results_problem3/case_030_4cores/best_plan.json,results_problem3/case_030_4cores/best_result.json.gz
case_030,5,scored,560819,560766,1.000094514,10660864,10660864,6924288,3736576,,0.552008158,7205888,5848064,2276,1724,1,9.071,results_problem3/case_030_5cores/best_plan.json,results_problem3/case_030_5cores/best_result.json.gz
case_031,1,scored,1414369,1414159,1.000148498,3491328,3491328,0,3491328,,0.260593628,1479168,4196980,343,1003,1,7.935,results_problem3/case_031_1cores/best_plan.json,results_problem3/case_031_1cores/best_result.json.gz
case_031,2,scored,704903,704615,1.000408734,6042982,6050214,6040486,9728,,0.267428087,1615110,4424308,377,1254,8,67.845,results_problem3/case_031_2cores/best_plan.json,results_problem3/case_031_2cores/best_result.json.gz
case_031,3,scored,469081,468744,1.000718943,9956524,9956524,9956524,0,,0.296405655,2504808,5945800,506,1661,8,77.597,results_problem3/case_031_3cores/best_plan.json,results_problem3/case_031_3cores/best_result.json.gz
case_031,4,scored,351513,351511,1.000005690,13432720,13432720,13432720,0,,0.380486739,4351534,7085222,1087,1860,8,82.175,results_problem3/case_031_4cores/best_plan.json,results_problem3/case_031_4cores/best_result.json.gz
case_031,5,scored,289662,286691,1.010363074,7924224,7924224,6274560,1649664,,0.492143866,4975104,5133940,1024,1194,8,54.958,results_problem3/case_031_5cores/best_plan.json,results_problem3/case_031_5cores/best_result.json.gz
case_032,1,scored,41443,41443,1.000000000,0,0,0,0,,0.000000000,0,279156,0,151,1,1.492,results_problem3/case_032_1cores/best_plan.json,results_problem3/case_032_1cores/best_result.json.gz
case_032,2,scored,17551,17551,1.000000000,71832,71832,71832,0,,0.204451942,71752,279196,29,171,8,7.409,results_problem3/case_032_2cores/best_plan.json,results_problem3/case_032_2cores/best_result.json.gz
case_032,3,scored,11925,11925,1.000000000,12364,12364,12364,0,,0.042398754,12360,279158,7,152,8,7.174,results_problem3/case_032_3cores/best_plan.json,results_problem3/case_032_3cores/best_result.json.gz
case_032,4,scored,10039,9786,1.025853260,20564,20636,20636,0,,0.061964201,18576,281210,9,155,8,7.349,results_problem3/case_032_4cores/best_plan.json,results_problem3/case_032_4cores/best_result.json.gz
case_032,5,scored,8951,8645,1.035396183,143652,143652,143652,0,,0.320125658,135328,287406,64,184,8,8.908,results_problem3/case_032_5cores/best_plan.json,results_problem3/case_032_5cores/best_result.json.gz
case_033,1,scored,1774196,1774080,1.000065386,4592640,4592640,0,4592640,,0.096276924,720384,6762032,120,1220,1,4.929,results_problem3/case_033_1cores/best_plan.json,results_problem3/case_033_1cores/best_result.json.gz
case_033,2,scored,890917,890312,1.000679537,6650400,6650400,2077728,4572672,,0.193241380,1818624,7592528,318,1358,8,27.773,results_problem3/case_033_2cores/best_plan.json,results_problem3/case_033_2cores/best_result.json.gz
case_033,3,scored,592259,590881,1.002332111,13754720,13754464,11290720,2463744,,0.198417295,2189892,8846908,406,1468,8,50.112,results_problem3/case_033_3cores/best_plan.json,results_problem3/case_033_3cores/best_result.json.gz
case_033,4,scored,443224,440231,1.006798703,13313664,13313664,13301376,12288,,0.170606231,1802852,8764476,342,1461,8,50.822,results_problem3/case_033_4cores/best_plan.json,results_problem3/case_033_4cores/best_result.json.gz
case_033,5,scored,359850,356178,1.010309452,7258756,7197316,6951556,245760,,0.529068978,5258752,4680882,1000,805,8,33.795,results_problem3/case_033_5cores/best_plan.json,results_problem3/case_033_5cores/best_result.json.gz
case_034,1,scored,842996,842733,1.000312080,1079832,1079832,0,1079832,,0.309046599,1038336,2321468,252,615,1,5.122,results_problem3/case_034_1cores/best_plan.json,results_problem3/case_034_1cores/best_result.json.gz
case_034,2,scored,417854,417538,1.000756817,1651200,1651200,1041920,609280,,0.411820968,1618944,2312240,444,606,7,23.819,results_problem3/case_034_2cores/best_plan.json,results_problem3/case_034_2cores/best_result.json.gz
case_034,3,scored,278372,278366,1.000021554,5531744,5531744,5531744,0,,0.343250094,2131984,4079184,630,944,8,42.380,results_problem3/case_034_3cores/best_plan.json,results_problem3/case_034_3cores/best_result.json.gz
case_034,4,scored,208690,208686,1.000019168,6320776,6320776,6320776,0,,0.339104748,2336292,4553296,702,1034,8,43.509,results_problem3/case_034_4cores/best_plan.json,results_problem3/case_034_4cores/best_result.json.gz
case_034,5,scored,173623,169761,1.022749630,3350528,7233216,7233216,0,,0.381653567,2926660,4741708,909,1070,8,59.003,results_problem3/case_034_5cores/best_plan.json,results_problem3/case_034_5cores/best_result.json.gz
case_035,1,scored,169571,169571,1.000000000,0,0,0,0,,0.000000000,0,396878,0,301,1,4.975,results_problem3/case_035_1cores/best_plan.json,results_problem3/case_035_1cores/best_result.json.gz
case_035,2,scored,92356,92356,1.000000000,319022,319022,319022,0,,0.153028774,92198,510290,48,469,8,25.800,results_problem3/case_035_2cores/best_plan.json,results_problem3/case_035_2cores/best_result.json.gz
case_035,3,scored,62974,62943,1.000492509,475492,475492,475492,0,,0.288117643,209484,517594,113,483,8,28.136,results_problem3/case_035_3cores/best_plan.json,results_problem3/case_035_3cores/best_result.json.gz
case_035,4,scored,48379,48316,1.001303916,663552,663552,663552,0,,0.338574898,285808,558342,179,549,8,29.311,results_problem3/case_035_4cores/best_plan.json,results_problem3/case_035_4cores/best_result.json.gz
case_035,5,scored,40788,40706,1.002014445,710220,710220,710220,0,,0.408511788,372066,538718,215,562,8,31.764,results_problem3/case_035_5cores/best_plan.json,results_problem3/case_035_5cores/best_result.json.gz
case_036,1,scored,931510,931510,1.000000000,0,0,0,0,,0.000000000,0,3277952,0,801,1,4.933,results_problem3/case_036_1cores/best_plan.json,results_problem3/case_036_1cores/best_result.json.gz
case_036,2,scored,466068,466068,1.000000000,1152,1152,1152,0,,0.000000000,0,3279104,0,802,6,16.368,results_problem3/case_036_2cores/best_plan.json,results_problem3/case_036_2cores/best_result.json.gz
case_036,3,scored,311345,311345,1.000000000,2304,2304,2304,0,,0.000000000,0,3280256,0,803,8,21.108,results_problem3/case_036_3cores/best_plan.json,results_problem3/case_036_3cores/best_result.json.gz
case_036,4,scored,233584,233584,1.000000000,3456,3456,3456,0,,0.000000000,0,3281408,0,804,8,23.111,results_problem3/case_036_4cores/best_plan.json,results_problem3/case_036_4cores/best_result.json.gz
case_036,5,scored,187182,187182,1.000000000,4608,4608,4608,0,,0.000000000,0,3282560,0,805,8,23.039,results_problem3/case_036_5cores/best_plan.json,results_problem3/case_036_5cores/best_result.json.gz
case_037,1,scored,210001,210001,1.000000000,0,0,0,0,,0.000000000,0,532480,0,180,1,1.483,results_problem3/case_037_1cores/best_plan.json,results_problem3/case_037_1cores/best_result.json.gz
case_037,2,scored,105374,105374,1.000000000,204800,204800,204800,0,,0.000000000,0,737280,0,280,6,5.397,results_problem3/case_037_2cores/best_plan.json,results_problem3/case_037_2cores/best_result.json.gz
case_037,3,scored,70894,70894,1.000000000,1077248,1069056,1069056,0,,0.266339869,333824,919552,124,283,8,11.176,results_problem3/case_037_3cores/best_plan.json,results_problem3/case_037_3cores/best_result.json.gz
case_037,4,scored,53320,53320,1.000000000,614400,614400,614400,0,,0.000000000,0,1146880,0,480,8,11.292,results_problem3/case_037_4cores/best_plan.json,results_problem3/case_037_4cores/best_result.json.gz
case_037,5,scored,43397,43013,1.008927534,1445888,1445888,1445888,0,,0.423366834,690176,940032,266,289,8,12.130,results_problem3/case_037_5cores/best_plan.json,results_problem3/case_037_5cores/best_result.json.gz
case_038,1,scored,1364555,1363312,1.000911750,5627904,5627904,0,5627904,,0.173616815,1462272,6960138,377,2010,1,9.110,results_problem3/case_038_1cores/best_plan.json,results_problem3/case_038_1cores/best_result.json.gz
case_038,2,scored,671734,671734,1.000000000,4807680,4807680,4388352,419328,,0.223039263,1319424,4596234,355,1388,8,58.219,results_problem3/case_038_2cores/best_plan.json,results_problem3/case_038_2cores/best_result.json.gz
case_038,3,scored,446710,446710,1.000000000,7970816,7970816,7970816,0,,0.444418332,3948544,4936202,1201,1485,8,69.898,results_problem3/case_038_3cores/best_plan.json,results_problem3/case_038_3cores/best_result.json.gz
case_038,4,scored,338262,338262,1.000000000,9618944,9618944,9618944,0,,0.468916953,4750336,5380106,1354,1619,8,73.054,results_problem3/case_038_4cores/best_plan.json,results_problem3/case_038_4cores/best_result.json.gz
case_038,5,scored,272108,272099,1.000033076,11258368,11258368,11258368,0,,0.533669726,6273024,5481482,1750,1650,8,77.158,results_problem3/case_038_5cores/best_plan.json,results_problem3/case_038_5cores/best_result.json.gz
case_039,1,scored,1435262,1435262,1.000000000,7929856,7929856,0,7929856,,0.000000000,0,12132352,0,2582,1,11.642,results_problem3/case_039_1cores/best_plan.json,results_problem3/case_039_1cores/best_result.json.gz
case_039,2,scored,690944,690740,1.000295335,4431872,4431872,4202496,229376,,0.350000000,2981888,5537792,497,823,8,41.571,results_problem3/case_039_2cores/best_plan.json,results_problem3/case_039_2cores/best_result.json.gz
case_039,3,scored,461085,461028,1.000123637,12410880,5701632,5701632,0,,0.260000000,2183168,6213632,310,1076,8,50.479,results_problem3/case_039_3cores/best_plan.json,results_problem3/case_039_3cores/best_result.json.gz
case_039,4,scored,348947,348018,1.002669402,9986048,9986048,9986048,0,,0.476656872,5980160,6565888,880,1135,8,53.563,results_problem3/case_039_4cores/best_plan.json,results_problem3/case_039_4cores/best_result.json.gz
case_039,5,scored,301586,279353,1.079587475,11583488,11583488,11583488,0,,0.559408755,8060928,6348800,1214,1080,8,55.737,results_problem3/case_039_5cores/best_plan.json,results_problem3/case_039_5cores/best_result.json.gz
case_040,1,scored,253454,253454,1.000000000,0,0,0,0,,0.000000000,0,911174,0,266,1,3.396,results_problem3/case_040_1cores/best_plan.json,results_problem3/case_040_1cores/best_result.json.gz
case_040,2,scored,133225,132943,1.002121210,452754,452754,452754,0,,0.132953687,162308,1058478,42,447,8,21.119,results_problem3/case_040_2cores/best_plan.json,results_problem3/case_040_2cores/best_result.json.gz
case_040,3,scored,90940,90251,1.007634264,1265744,1265744,1265744,0,,0.370798282,707538,1200610,151,510,8,23.710,results_problem3/case_040_3cores/best_plan.json,results_problem3/case_040_3cores/best_result.json.gz
case_040,4,scored,70348,70016,1.004741773,1405678,1405678,1405678,0,,0.388238959,765212,1205770,191,523,8,24.571,results_problem3/case_040_4cores/best_plan.json,results_problem3/case_040_4cores/best_result.json.gz
case_040,5,scored,59032,57774,1.021774501,1897242,1897242,1897242,0,,0.372439523,877288,1478230,217,607,8,25.456,results_problem3/case_040_5cores/best_plan.json,results_problem3/case_040_5cores/best_result.json.gz
case_041,1,scored,6003957,6001575,1.000396896,30898176,30898176,0,30898176,,0.101636815,3643392,32203776,719,6611,1,38.468,results_problem3/case_041_1cores/best_plan.json,results_problem3/case_041_1cores/best_result.json.gz
case_041,2,scored,2965873,2965687,1.000062717,49489160,49489160,38863112,10626048,,0.100170986,3231744,29030532,730,6806,1,22.580,results_problem3/case_041_2cores/best_plan.json,results_problem3/case_041_2cores/best_result.json.gz
case_041,3,scored,2001138,1992248,1.004462296,56698112,56698112,41028864,15669248,,0.250881264,9756672,29132928,2069,6876,1,22.669,results_problem3/case_041_3cores/best_plan.json,results_problem3/case_041_3cores/best_result.json.gz
case_041,4,scored,1507779,1503434,1.002890050,46354704,46354704,43285776,3068928,,0.204340022,6439936,25075848,1439,5977,1,21.545,results_problem3/case_041_4cores/best_plan.json,results_problem3/case_041_4cores/best_result.json.gz
case_041,5,scored,1202006,1199720,1.001905445,38206464,38206464,18130944,20075520,,0.236902050,10223616,32931840,2076,6685,1,16.871,results_problem3/case_041_5cores/best_plan.json,results_problem3/case_041_5cores/best_result.json.gz
case_042,1,scored,1686740,1675633,1.006628540,6629376,6629376,0,6629376,,0.318691758,2866176,6127392,551,1348,1,7.192,results_problem3/case_042_1cores/best_plan.json,results_problem3/case_042_1cores/best_result.json.gz
case_042,2,scored,854342,854134,1.000243522,11024024,11024024,7350648,3673376,,0.072838148,610592,7772268,114,1813,8,61.736,results_problem3/case_042_2cores/best_plan.json,results_problem3/case_042_2cores/best_result.json.gz
case_042,3,scored,574145,567466,1.011769868,8848680,15933108,12403380,3529728,,0.400753931,5325094,7962596,1091,1845,8,65.137,results_problem3/case_042_3cores/best_plan.json,results_problem3/case_042_3cores/best_result.json.gz
case_042,4,scored,436952,431543,1.012534093,8569704,8179560,5092200,3087360,,0.318993967,3363392,7180356,807,1549,8,39.836,results_problem3/case_042_4cores/best_plan.json,results_problem3/case_042_4cores/best_result.json.gz
case_042,5,scored,344175,342617,1.004547352,9994092,9994092,8185708,1808384,,0.443319276,5465952,6863654,1255,1439,8,42.497,results_problem3/case_042_5cores/best_plan.json,results_problem3/case_042_5cores/best_result.json.gz
case_043,1,scored,677656,677656,1.000000000,49160,49160,0,49160,,0.033207400,49152,1431000,6,386,1,11.250,results_problem3/case_043_1cores/best_plan.json,results_problem3/case_043_1cores/best_result.json.gz
case_043,2,scored,343130,343112,1.000052461,1892732,1892732,1892732,0,,0.353692597,1030332,1882740,280,762,8,65.892,results_problem3/case_043_2cores/best_plan.json,results_problem3/case_043_2cores/best_result.json.gz
case_043,3,scored,231367,231143,1.000969097,3228256,3228256,3228256,0,,0.476892039,1874056,2055672,618,879,8,72.868,results_problem3/case_043_3cores/best_plan.json,results_problem3/case_043_3cores/best_result.json.gz
case_043,4,scored,177349,175177,1.012398888,4040330,4040330,4040330,0,,0.471937718,2152120,2408058,804,946,8,79.701,results_problem3/case_043_4cores/best_plan.json,results_problem3/case_043_4cores/best_result.json.gz
case_043,5,scored,146418,144127,1.015895703,4818418,4991280,4991280,0,,0.520173189,2729588,2517872,1008,1085,8,85.251,results_problem3/case_043_5cores/best_plan.json,results_problem3/case_043_5cores/best_result.json.gz
case_044,1,scored,154407,107814,1.432160944,4438112,4438112,0,4438112,,0.819988572,4408416,967776,216,75,1,2.979,results_problem3/case_044_1cores/best_plan.json,results_problem3/case_044_1cores/best_result.json.gz
case_044,2,scored,61917,57481,1.077173327,1017696,938336,938336,0,,0.259656143,490048,1397248,30,86,8,9.602,results_problem3/case_044_2cores/best_plan.json,results_problem3/case_044_2cores/best_result.json.gz
case_044,3,scored,89074,59964,1.485457941,3738560,3960768,1951424,2009344,,0.501853864,2438528,2420512,84,186,8,11.382,results_problem3/case_044_3cores/best_plan.json,results_problem3/case_044_3cores/best_result.json.gz
case_044,4,scored,96528,66844,1.444078751,4429344,4886048,2858528,2027520,,0.450630392,2607744,3179136,92,218,8,11.666,results_problem3/case_044_4cores/best_plan.json,results_problem3/case_044_4cores/best_result.json.gz
case_044,5,scored,105024,75695,1.387462844,4948224,5840864,3592448,2248416,,0.786206472,5316064,1445600,182,158,8,11.528,results_problem3/case_044_5cores/best_plan.json,results_problem3/case_044_5cores/best_result.json.gz
case_045,1,scored,125614,125614,1.000000000,0,0,0,0,,0.000000000,0,278528,0,68,1,1.959,results_problem3/case_045_1cores/best_plan.json,results_problem3/case_045_1cores/best_result.json.gz
case_045,2,scored,63059,63059,1.000000000,0,0,0,0,,0.000000000,0,278528,0,68,6,7.256,results_problem3/case_045_2cores/best_plan.json,results_problem3/case_045_2cores/best_result.json.gz
case_045,3,scored,42601,42601,1.000000000,0,0,0,0,,0.000000000,0,278528,0,68,8,9.553,results_problem3/case_045_3cores/best_plan.json,results_problem3/case_045_3cores/best_result.json.gz
case_045,4,scored,31878,31878,1.000000000,0,0,0,0,,0.000000000,0,278528,0,68,8,9.633,results_problem3/case_045_4cores/best_plan.json,results_problem3/case_045_4cores/best_result.json.gz
case_045,5,scored,26164,26164,1.000000000,0,0,0,0,,0.000000000,0,278528,0,68,8,9.872,results_problem3/case_045_5cores/best_plan.json,results_problem3/case_045_5cores/best_result.json.gz
case_046,1,scored,276455,244994,1.128415390,3176288,3176288,0,3176288,,0.753030467,3120992,1023584,144,64,1,1.901,results_problem3/case_046_1cores/best_plan.json,results_problem3/case_046_1cores/best_result.json.gz
case_046,2,scored,120196,120196,1.000000000,963168,963168,930400,32768,,0.000000000,0,1942720,0,110,8,8.299,results_problem3/case_046_2cores/best_plan.json,results_problem3/case_046_2cores/best_result.json.gz
case_046,3,scored,90323,80251,1.125506224,2133184,2022592,2022592,0,,0.385791004,1133312,1804320,65,129,8,8.650,results_problem3/case_046_3cores/best_plan.json,results_problem3/case_046_3cores/best_result.json.gz
case_046,4,scored,81580,81580,1.000000000,2791200,2791200,2791200,0,,0.000000000,0,3787136,0,208,8,10.391,results_problem3/case_046_4cores/best_plan.json,results_problem3/case_046_4cores/best_result.json.gz
case_046,5,scored,103363,98592,1.048391350,4143488,4143488,4143488,0,,0.122982563,600576,4282848,110,256,8,13.298,results_problem3/case_046_5cores/best_plan.json,results_problem3/case_046_5cores/best_result.json.gz
case_047,1,scored,326508,326508,1.000000000,0,0,0,0,,0.000000000,0,457286,0,271,1,32.936,results_problem3/case_047_1cores/best_plan.json,results_problem3/case_047_1cores/best_result.json.gz
case_047,2,scored,172114,172114,1.000000000,716358,716358,716358,0,,0.180292394,161798,735622,101,872,1,14.962,results_problem3/case_047_2cores/best_plan.json,results_problem3/case_047_2cores/best_result.json.gz
case_047,3,scored,123355,122956,1.003245063,1046218,1046218,1046218,0,,0.324749968,362634,754022,384,977,1,13.515,results_problem3/case_047_3cores/best_plan.json,results_problem3/case_047_3cores/best_result.json.gz
case_047,4,scored,108699,105305,1.032230189,1591442,1591442,1591442,0,,0.349492830,514898,958374,687,1183,1,13.337,results_problem3/case_047_4cores/best_plan.json,results_problem3/case_047_4cores/best_result.json.gz
case_047,5,scored,95509,94534,1.010313750,1914264,1914264,1914264,0,,0.556956135,955094,759752,1143,1056,1,12.924,results_problem3/case_047_5cores/best_plan.json,results_problem3/case_047_5cores/best_result.json.gz
case_048,1,scored,222220,222220,1.000000000,0,0,0,0,,0.000000000,0,410182,0,169,1,2.638,results_problem3/case_048_1cores/best_plan.json,results_problem3/case_048_1cores/best_result.json.gz
case_048,2,scored,128563,128562,1.000007778,501446,501446,501446,0,,0.200161256,147462,589254,57,330,8,14.059,results_problem3/case_048_2cores/best_plan.json,results_problem3/case_048_2cores/best_result.json.gz
case_048,3,scored,97850,97853,0.999969342,488236,488236,488236,0,,0.067435977,49100,678998,37,357,8,14.920,results_problem3/case_048_3cores/best_plan.json,results_problem3/case_048_3cores/best_result.json.gz
case_048,4,scored,97924,97927,0.999969365,495154,495154,495154,0,,0.071405920,52240,679352,46,363,8,15.464,results_problem3/case_048_4cores/best_plan.json,results_problem3/case_048_4cores/best_result.json.gz
case_048,5,scored,98797,98798,0.999989878,501904,501904,501904,0,,0.216487664,159118,575880,90,304,8,15.224,results_problem3/case_048_5cores/best_plan.json,results_problem3/case_048_5cores/best_result.json.gz
case_049,1,scored,196276,196276,1.000000000,0,0,0,0,,0.000000000,0,152504,0,144,1,6.104,results_problem3/case_049_1cores/best_plan.json,results_problem3/case_049_1cores/best_result.json.gz
case_049,2,scored,100791,100791,1.000000000,204974,204974,204974,0,,0.099246428,26630,241692,32,274,8,30.190,results_problem3/case_049_2cores/best_plan.json,results_problem3/case_049_2cores/best_result.json.gz
case_049,3,scored,69306,69280,1.000375289,399188,399188,399188,0,,0.259413550,96396,275196,115,322,8,32.510,results_problem3/case_049_3cores/best_plan.json,results_problem3/case_049_3cores/best_result.json.gz
case_049,4,scored,52598,52311,1.005486418,563394,563394,563394,0,,0.354883346,166194,302112,202,361,8,33.748,results_problem3/case_049_4cores/best_plan.json,results_problem3/case_049_4cores/best_result.json.gz
case_049,5,scored,45618,44776,1.018804717,745118,745118,745118,0,,0.416376139,234324,328446,278,383,8,35.570,results_problem3/case_049_5cores/best_plan.json,results_problem3/case_049_5cores/best_result.json.gz
case_050,1,scored,149690,149690,1.000000000,0,0,0,0,,0.000000000,0,319300,0,188,1,6.545,results_problem3/case_050_1cores/best_plan.json,results_problem3/case_050_1cores/best_result.json.gz
case_050,2,scored,76607,76607,1.000000000,316766,316766,316766,0,,0.218307680,117126,419392,62,407,8,32.811,results_problem3/case_050_2cores/best_plan.json,results_problem3/case_050_2cores/best_result.json.gz
case_050,3,scored,51756,51616,1.002712337,447188,447188,447188,0,,0.333771003,210480,420132,157,431,8,35.338,results_problem3/case_050_3cores/best_plan.json,results_problem3/case_050_3cores/best_result.json.gz
case_050,4,scored,40865,40549,1.007793041,732042,732042,732042,0,,0.388389092,315932,497510,243,446,8,37.397,results_problem3/case_050_4cores/best_plan.json,results_problem3/case_050_4cores/best_result.json.gz
case_050,5,scored,33127,33022,1.003179698,704646,704646,704646,0,,0.403254712,318172,470838,288,454,8,37.855,results_problem3/case_050_5cores/best_plan.json,results_problem3/case_050_5cores/best_result.json.gz
case_051,1,scored,607628,607628,1.000000000,0,0,0,0,,0.000000000,0,393216,0,12,1,1.938,results_problem3/case_051_1cores/best_plan.json,results_problem3/case_051_1cores/best_result.json.gz
case_051,2,scored,366212,363318,1.007965474,393864,393872,393872,0,,0.499791550,393216,393544,12,176,8,10.991,results_problem3/case_051_2cores/best_plan.json,results_problem3/case_051_2cores/best_result.json.gz
case_051,3,scored,301518,297321,1.014116056,393992,394000,394000,0,,0.499809360,393262,393562,35,185,8,12.661,results_problem3/case_051_3cores/best_plan.json,results_problem3/case_051_3cores/best_result.json.gz
case_051,4,scored,263094,258807,1.016564467,525320,590864,590864,0,,0.599776323,589916,393644,64,226,8,14.317,results_problem3/case_051_4cores/best_plan.json,results_problem3/case_051_4cores/best_result.json.gz
case_051,5,scored,208670,205151,1.017153219,328816,328828,328828,0,,0.454375095,327818,393652,79,230,8,15.186,results_problem3/case_051_5cores/best_plan.json,results_problem3/case_051_5cores/best_result.json.gz
case_052,1,scored,180301,180301,1.000000000,0,0,0,0,,0.000000000,0,810044,0,259,1,2.644,results_problem3/case_052_1cores/best_plan.json,results_problem3/case_052_1cores/best_result.json.gz
case_052,2,scored,85344,85209,1.001584340,430632,430632,430632,0,,0.090012097,98816,998992,28,304,8,10.294,results_problem3/case_052_2cores/best_plan.json,results_problem3/case_052_2cores/best_result.json.gz
case_052,3,scored,59088,58857,1.003924767,577600,596032,596032,0,,0.142443370,176652,1063504,52,312,8,11.479,results_problem3/case_052_3cores/best_plan.json,results_problem3/case_052_3cores/best_result.json.gz
case_052,4,scored,44532,44532,1.000000000,732232,732232,732232,0,,0.163072521,220688,1132624,64,321,8,11.206,results_problem3/case_052_4cores/best_plan.json,results_problem3/case_052_4cores/best_result.json.gz
case_052,5,scored,37440,37440,1.000000000,328704,328704,328704,0,,0.223909065,254976,883772,41,269,8,9.231,results_problem3/case_052_5cores/best_plan.json,results_problem3/case_052_5cores/best_result.json.gz
case_053,1,scored,1472686,1428109,1.031214004,5405536,5405536,0,5405536,,0.624870838,5155968,3095286,342,363,1,13.432,results_problem3/case_053_1cores/best_plan.json,results_problem3/case_053_1cores/best_result.json.gz
case_053,2,scored,706748,706748,1.000000000,3301878,3301878,3301878,0,,0.232753482,1247878,4113494,166,858,1,8.774,results_problem3/case_053_2cores/best_plan.json,results_problem3/case_053_2cores/best_result.json.gz
case_053,3,scored,482016,481790,1.000469084,5284428,5284428,5235276,49152,,0.290875955,2057322,5015528,455,923,1,9.447,results_problem3/case_053_3cores/best_plan.json,results_problem3/case_053_3cores/best_result.json.gz
case_053,4,scored,371227,366396,1.013185188,7937666,7937666,7937666,0,,0.371249160,3426704,5803496,765,1122,1,9.778,results_problem3/case_053_4cores/best_plan.json,results_problem3/case_053_4cores/best_result.json.gz
case_053,5,scored,325225,312207,1.041696695,9621590,9621590,9621590,0,,0.283647692,3049974,7702710,936,1219,1,9.980,results_problem3/case_053_5cores/best_plan.json,results_problem3/case_053_5cores/best_result.json.gz
case_054,1,scored,815051,815051,1.000000000,0,0,0,0,,0.000000000,0,1606214,0,351,1,42.164,results_problem3/case_054_1cores/best_plan.json,results_problem3/case_054_1cores/best_result.json.gz
case_054,2,scored,417052,417051,1.000002398,1585830,1585830,1585830,0,,0.084161568,211462,2301110,101,1068,1,18.535,results_problem3/case_054_2cores/best_plan.json,results_problem3/case_054_2cores/best_result.json.gz
case_054,3,scored,279699,279743,0.999842713,3301068,3301068,3301068,0,,0.153279673,534088,2950314,408,1245,1,16.187,results_problem3/case_054_3cores/best_plan.json,results_problem3/case_054_3cores/best_result.json.gz
case_054,4,scored,216946,216160,1.003636195,3843858,3843858,3843858,0,,0.218908814,834962,2979238,713,1277,1,15.705,results_problem3/case_054_4cores/best_plan.json,results_problem3/case_054_4cores/best_result.json.gz
case_054,5,scored,174696,173981,1.004109644,4629558,4629558,4629558,0,,0.276371153,1186772,3107352,1037,1399,1,15.635,results_problem3/case_054_5cores/best_plan.json,results_problem3/case_054_5cores/best_result.json.gz
case_055,1,scored,118835,118835,1.000000000,69632,69632,0,69632,,0.100143243,69632,625692,17,173,1,1.774,results_problem3/case_055_1cores/best_plan.json,results_problem3/case_055_1cores/best_result.json.gz
