"case","cores","status","makespan_cycles","added_copy_bytes","speedup","method","plan_file"
"case_068","2","scored","351020","996550","1.0315509087801265","hybrid","plans/case_068_2cores.json"
"case_068","3","scored","352994","1813414","1.025782307914582","hybrid","plans/case_068_3cores.json"
"case_068","4","scored","352519","2057080","1.0271644932613562","hybrid","plans/case_068_4cores.json"
"case_068","5","scored","107634","2839008","3.364132152","generic_multi_candidate_official_score","plans/case_068_5cores.json"
"case_069","1","scored","25144","0","1.0","singlecore",""
"case_069","2","scored","25144","0","1.0","hybrid","plans/case_069_2cores.json"
"case_069","3","scored","21954","92102","1.1453038170720597","hybrid","plans/case_069_3cores.json"
"case_069","4","scored","25144","0","1.0","hybrid","plans/case_069_4cores.json"
"case_069","5","scored","11294","379130","2.226314857","generic_multi_candidate_official_score","plans/case_069_5cores.json"
"case_070","1","scored","117300","0","1.0","singlecore",""
"case_070","2","scored","96473","564496","1.2158842370404155","hybrid","plans/case_070_2cores.json"
"case_070","3","scored","42844","517140","2.7378396041452713","hybrid","plans/case_070_3cores.json"
"case_070","4","scored","32687","619028","3.5885826169425155","hybrid","plans/case_070_4cores.json"
"case_070","5","scored","28605","707092","4.100681699","generic_multi_candidate_official_score","plans/case_070_5cores.json"
"case_071","1","scored","18919","0","1.0","singlecore",""
"case_071","2","scored","18919","0","1.0","hybrid","plans/case_071_2cores.json"
"case_071","3","scored","18919","0","1.0","hybrid","plans/case_071_3cores.json"
"case_071","4","scored","18919","0","1.0","hybrid","plans/case_071_4cores.json"
"case_071","5","scored","9491","284492","1.993362133","generic_multi_candidate_official_score","plans/case_071_5cores.json"
"case_072","1","scored","23897828","108613680","1.0","singlecore",""
"case_072","2","scored","11809453","171067894","2.023618536777275","hybrid","plans/case_072_2cores.json"
"case_072","3","scored","8026251","188299060","2.9774583426309493","hybrid","plans/case_072_3cores.json"
"case_072","4","scored","6170975","180058612","3.872617860224681","hybrid","plans/case_072_4cores.json"
"case_072","5","scored","4761504","175833776","5.018966276","generic_multi_candidate_official_score","plans/case_072_5cores.json"
"case_073","1","scored","10081626","141570432","1.0","singlecore",""
"case_073","2","scored","5390989","142376192","1.8700884012191454","hybrid","plans/case_073_2cores.json"
"case_073","3","scored","4105796","142983424","2.455461985934031","hybrid","plans/case_073_3cores.json"
"case_073","4","scored","3515772","142738176","2.8675426051518698","hybrid","plans/case_073_4cores.json"
"case_073","5","scored","3147467","142766336","3.203091883","generic_multi_candidate_official_score","plans/case_073_5cores.json"
"case_074","1","scored","1682239","6070280","1.0","singlecore",""
"case_074","2","scored","832078","7368768","2.0217323375933507","hybrid","plans/case_074_2cores.json"
"case_074","3","scored","554427","7868428","3.0341938614100683","hybrid","plans/case_074_3cores.json"
"case_074","4","scored","442796","15048774","3.799128718416607","hybrid","plans/case_074_4cores.json"
"case_074","5","scored","350115","14401536","4.804818417","generic_multi_candidate_official_score","plans/case_074_5cores.json"
"case_075","1","scored","1441809","0","1.0","singlecore",""
"case_075","2","scored","1395526","3201982","1.0331652724492413","hybrid","plans/case_075_2cores.json"
"case_075","3","scored","1348289","3163530","1.0693619839663455","hybrid","plans/case_075_3cores.json"
"case_075","4","scored","1399273","3715238","1.0303986427237573","hybrid","plans/case_075_4cores.json"
"case_075","5","scored","375004","5477366","3.844782989","generic_multi_candidate_official_score","plans/case_075_5cores.json"
"case_076","1","scored","6185113","28280832","1.0","singlecore",""
"case_076","2","scored","3220023","74277888","1.9208288263779483","hybrid","plans/case_076_2cores.json"
"case_076","3","scored","3220023","74277888","1.9208288263779483","hybrid","plans/case_076_3cores.json"
"case_076","4","scored","3220023","74277888","1.9208288263779483","hybrid","plans/case_076_4cores.json"
"case_076","5","scored","1238672","38046720","4.993342063","generic_multi_candidate_official_score","plans/case_076_5cores.json"
"case_077","1","scored","495320","0","1.0","singlecore",""
"case_077","2","scored","287096","3369614","1.7252765625435393","hybrid","plans/case_077_2cores.json"
"case_077","3","scored","226226","1759152","2.1894919240051984","hybrid","plans/case_077_3cores.json"
"case_077","4","scored","214450","3942378","2.3097225460480297","hybrid","plans/case_077_4cores.json"
"case_077","5","scored","116609","1146880","4.247699577","generic_multi_candidate_official_score","plans/case_077_5cores.json"
"case_078","1","scored","2296143","12644568","1.0","singlecore",""
"case_078","2","scored","2199690","16056192","1.0438484513726933","hybrid","plans/case_078_2cores.json"
"case_078","3","scored","2197957","16329600","1.0446714835640551","hybrid","plans/case_078_3cores.json"
"case_078","4","scored","796966","19072896","2.881105342009571","hybrid","plans/case_078_4cores.json"
"case_078","5","scored","553712","15469440","4.146818202","generic_multi_candidate_official_score","plans/case_078_5cores.json"
"case_079","1","scored","31052251","32448512","1.0","singlecore",""
"case_079","2","scored","15446486","31780864","2.010311665708304","hybrid","plans/case_079_2cores.json"
"case_079","3","scored","15446486","31780864","2.010311665708304","hybrid","plans/case_079_3cores.json"
"case_079","4","scored","7635624","30445568","4.066760097144647","hybrid","plans/case_079_4cores.json"
"case_079","5","scored","6063684","91508736","5.121020653","generic_multi_candidate_official_score","plans/case_079_5cores.json"
"case_080","1","scored","292138","548864","1.0","singlecore",""
"case_080","2","scored","158816","4984832","1.8394746121297603","hybrid","plans/case_080_2cores.json"
"case_080","3","scored","124643","5369856","2.3437978867646","hybrid","plans/case_080_3cores.json"
"case_080","4","scored","114802","4722688","2.544711764603404","hybrid","plans/case_080_4cores.json"
"case_080","5","scored","110771","4591616","2.637314821","generic_multi_candidate_official_score","plans/case_080_5cores.json"
"case_081","1","scored","151795","0","1.0","singlecore",""
"case_081","2","scored","76860","0","1.9749544626593807","hybrid","plans/case_081_2cores.json"
"case_081","3","scored","51943","0","2.9223379473653814","hybrid","plans/case_081_3cores.json"
"case_081","4","scored","39588","0","3.834369000707285","hybrid","plans/case_081_4cores.json"
"case_081","5","scored","30943","0","4.905632938","generic_multi_candidate_official_score","plans/case_081_5cores.json"
"case_082","1","scored","721041","0","1.0","singlecore",""
"case_082","2","scored","696336","2268492","1.0354785620734817","hybrid","plans/case_082_2cores.json"
"case_082","3","scored","691392","2835036","1.0428830533185227","hybrid","plans/case_082_3cores.json"
"case_082","4","scored","561555","3260596","1.2840077997702808","hybrid","plans/case_082_4cores.json"
"case_082","5","scored","174445","3512114","4.133342887","generic_multi_candidate_official_score","plans/case_082_5cores.json"
"case_083","1","scored","1057993","13934688","1.0","singlecore",""
"case_083","2","scored","585399","14832640","1.8073023698366413","hybrid","plans/case_083_2cores.json"
"case_083","3","scored","695934","23433760","1.520249046604994","hybrid","plans/case_083_3cores.json"
"case_083","4","scored","835533","23402848","1.2662492085890085","hybrid","plans/case_083_4cores.json"
"case_083","5","scored","442480","15058048","2.391052703","generic_multi_candidate_official_score","plans/case_083_5cores.json"
"case_084","1","scored","2507412","0","1.0","singlecore",""
"case_084","2","scored","1254745","9216","1.998343886606442","hybrid","plans/case_084_2cores.json"
"case_084","3","scored","836116","18432","2.9988805381071524","hybrid","plans/case_084_3cores.json"
"case_084","4","scored","629028","0","3.986169137144928","hybrid","plans/case_084_4cores.json"
"case_084","5","scored","503472","0","4.980241205","generic_multi_candidate_official_score","plans/case_084_5cores.json"
"case_085","1","scored","3187899","0","1.0","singlecore",""
"case_085","2","scored","3022169","7050164","1.054838098067977","hybrid","plans/case_085_2cores.json"
"case_085","3","scored","2947244","7856460","1.081654250547291","hybrid","plans/case_085_3cores.json"
"case_085","4","scored","3051600","8073444","1.0446647660243806","hybrid","plans/case_085_4cores.json"
"case_085","5","scored","734212","12723768","4.341932575","generic_multi_candidate_official_score","plans/case_085_5cores.json"
"case_086","1","scored","118403","0","1.0","singlecore",""
"case_086","2","scored","118403","0","1.0","hybrid","plans/case_086_2cores.json"
"case_086","3","scored","118403","0","1.0","hybrid","plans/case_086_3cores.json"
"case_086","4","scored","118403","0","1.0","hybrid","plans/case_086_4cores.json"
"case_086","5","scored","42689","1880934","2.773618497","generic_multi_candidate_official_score","plans/case_086_5cores.json"
"case_087","1","scored","3974071","7902720","1.0","singlecore",""
"case_087","2","scored","2347112","23331652","1.6931748463643832","hybrid","plans/case_087_2cores.json"
"case_087","3","scored","1799067","24570420","2.2089622009630547","hybrid","plans/case_087_3cores.json"
"case_087","4","scored","3949812","23948172","1.0061418113064622","hybrid","plans/case_087_4cores.json"
"case_087","5","scored","869798","37624340","4.568958540","generic_multi_candidate_official_score","plans/case_087_5cores.json"
"case_088","1","scored","243623","0","1.0","singlecore",""
"case_088","2","scored","241380","1041224","1.0092924020217084","hybrid","plans/case_088_2cores.json"
"case_088","3","scored","243623","0","1.0","hybrid","plans/case_088_3cores.json"
"case_088","4","scored","241836","1522660","1.007389305148944","hybrid","plans/case_088_4cores.json"
"case_088","5","scored","80426","2156612","3.029157238","generic_multi_candidate_official_score","plans/case_088_5cores.json"
"case_089","1","scored","693092","0","1.0","singlecore",""
"case_089","2","scored","346832","238720","1.998350786547954","hybrid","plans/case_089_2cores.json"
"case_089","3","scored","243614","477440","2.8450417463692563","hybrid","plans/case_089_3cores.json"
"case_089","4","scored","178160","716160","3.8902784014369107","hybrid","plans/case_089_4cores.json"
"case_089","5","scored","147432","954880","4.701096099","generic_multi_candidate_official_score","plans/case_089_5cores.json"
"case_090","1","scored","1178363","21233592","1.0","singlecore",""
"case_090","2","scored","900503","26036352","1.3085608820847905","hybrid","plans/case_090_2cores.json"
"case_090","3","scored","1059743","26026368","1.1119327988012189","hybrid","plans/case_090_3cores.json"
"case_090","4","scored","772038","26042880","1.5263018141594067","hybrid","plans/case_090_4cores.json"
"case_090","5","scored","492093","25931520","2.394594111","generic_multi_candidate_official_score","plans/case_090_5cores.json"
"case_091","1","scored","9186769","53947008","1.0","singlecore",""
"case_091","2","scored","4634582","111883264","1.982221697663349","hybrid","plans/case_091_2cores.json"
"case_091","3","scored","4634582","111883264","1.982221697663349","hybrid","plans/case_091_3cores.json"
"case_091","4","scored","4634582","111883264","1.982221697663349","hybrid","plans/case_091_4cores.json"
"case_091","5","scored","1952915","75454488","4.704131516","generic_multi_candidate_official_score","plans/case_091_5cores.json"
"case_092","1","scored","4815554","66000096","1.0","singlecore",""
"case_092","2","scored","2828252","66389088","1.702660866146298","hybrid","plans/case_092_2cores.json"
"case_092","3","scored","2130538","66920928","2.2602525747017888","hybrid","plans/case_092_3cores.json"
"case_092","4","scored","1927728","67180384","2.4980464048869964","hybrid","plans/case_092_4cores.json"
"case_092","5","scored","1661234","66980256","2.898781267","generic_multi_candidate_official_score","plans/case_092_5cores.json"
"case_093","1","scored","74205","0","1.0","singlecore",""
"case_093","2","scored","37827","8192","1.9616940280751844","hybrid","plans/case_093_2cores.json"
"case_093","3","scored","25103","16384","2.956021192686133","hybrid","plans/case_093_3cores.json"
"case_093","4","scored","19779","24576","3.751706355225239","hybrid","plans/case_093_4cores.json"
"case_093","5","scored","15876","32768","4.674036281","generic_multi_candidate_official_score","plans/case_093_5cores.json"
"case_094","1","scored","94892","0","1.0","singlecore",""
"case_094","2","scored","47153","151328","2.0124276292070493","hybrid","plans/case_094_2cores.json"
"case_094","3","scored","32381","220752","2.930483925758933","hybrid","plans/case_094_3cores.json"
"case_094","4","scored","29815","595008","3.1826932751970483","hybrid","plans/case_094_4cores.json"
"case_094","5","scored","24504","669024","3.872510611","generic_multi_candidate_official_score","plans/case_094_5cores.json"
"case_095","1","scored","2084853","0","1.0","singlecore",""
"case_095","2","scored","1042787","36864","1.999308583632132","hybrid","plans/case_095_2cores.json"
"case_095","3","scored","695775","0","2.9964471273040854","hybrid","plans/case_095_3cores.json"
"case_095","4","scored","524422","0","3.9755254356224565","hybrid","plans/case_095_4cores.json"
"case_095","5","scored","420852","0","4.953886402","generic_multi_candidate_official_score","plans/case_095_5cores.json"
"case_096","1","scored","84194","0","1.0","singlecore",""
"case_096","2","scored","84194","0","1.0","hybrid","plans/case_096_2cores.json"
"case_096","3","scored","32266","310962","2.609372094464762","hybrid","plans/case_096_3cores.json"
"case_096","4","scored","25369","260786","3.318774882730892","hybrid","plans/case_096_4cores.json"
"case_096","5","scored","19739","332274","4.265362987","generic_multi_candidate_official_score","plans/case_096_5cores.json"
"case_097","1","scored","11491509","10584064","1.0","singlecore",""
"case_097","2","scored","5241624","32989184","2.192356605510048","hybrid","plans/case_097_2cores.json"
"case_097","3","scored","3586969","35987456","3.2036822732507586","hybrid","plans/case_097_3cores.json"
"case_097","4","scored","2710505","36079616","4.2396191853547585","hybrid","plans/case_097_4cores.json"
"case_097","5","scored","2123528","29818880","5.411517531","generic_multi_candidate_official_score","plans/case_097_5cores.json"
"case_098","1","scored","177430","0","1.0","singlecore",""
"case_098","2","scored","98812","909430","1.7956321094603895","hybrid","plans/case_098_2cores.json"
"case_098","3","scored","69847","749690","2.5402665826735578","hybrid","plans/case_098_3cores.json"
"case_098","4","scored","57739","798842","3.0729662792912937","hybrid","plans/case_098_4cores.json"
"case_098","5","scored","43965","766064","4.035710224","generic_multi_candidate_official_score","plans/case_098_5cores.json"
"case_099","1","scored","1622999","5484544","1.0","singlecore",""
"case_099","2","scored","811392","7303168","2.0002649767313456","hybrid","plans/case_099_2cores.json"
"case_099","3","scored","541765","7999488","2.9957620001292073","hybrid","plans/case_099_3cores.json"
"case_099","4","scored","410213","9666568","3.9564787074032273","hybrid","plans/case_099_4cores.json"
"case_099","5","scored","331403","10842128","4.897357598","generic_multi_candidate_official_score","plans/case_099_5cores.json"
"case_100","1","scored","151223","0","1.0","singlecore",""
"case_100","2","scored","82089","595712","1.8421834837798","hybrid","plans/case_100_2cores.json"
"case_100","3","scored","56062","1035376","2.6974242802611395","hybrid","plans/case_100_3cores.json"
"case_100","4","scored","43243","1046088","3.4970515459149456","hybrid","plans/case_100_4cores.json"
"case_100","5","scored","43189","1046088","3.501423974","generic_multi_candidate_official_score","plans/case_100_5cores.json"
